CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF
C1956346,ENG,S,L0288581,PF,S0360073,N,A21144538,NULL,NULL,NULL,MEDLINEPLUS,SY,1276,CAD,0,N,NULL
C1956346,ENG,P,L0010063,PF,S0028276,N,A21144940,NULL,NULL,NULL,MEDLINEPLUS,PT,1276,"Coronary Artery Disease",0,N,256
C1956346,ENG,S,L0010069,PF,S1430643,Y,A23957793,NULL,C26732,NULL,NCI_NCI-GLOSS,SY,CDR0000439317,"coronary heart disease",0,N,256
C1956346,ENG,P,L0010063,VC,S1459052,Y,A23964255,NULL,C26732,NULL,NCI_NCI-GLOSS,PT,CDR0000439400,"coronary artery disease",0,N,256
C1956346,ENG,S,L0288581,PF,S0360073,Y,A23970434,NULL,C26732,NULL,NCI_NCI-GLOSS,SY,CDR0000439401,CAD,0,N,NULL
C1956346,ENG,S,L0010068,PF,S1633291,Y,A24679848,NULL,NULL,HP:0001677,HPO,SY,HP:0001677,"Coronary disease",0,N,256
C1956346,ENG,P,L0010063,VC,S0624004,Y,A24682111,NULL,NULL,HP:0001677,HPO,PT,HP:0001677,"Coronary artery disease",0,N,256
C0587370,ENG,P,L1349350,PF,S1596210,Y,A27760190,NULL,NULL,NULL,MTH,PN,NOCODE,"Aortocoronary bypass grafting",0,N,256
C0189695,ENG,P,L2825145,PF,S3442649,Y,A13083625,NULL,NULL,NULL,MTH,PN,NOCODE,"Anastomosis of artery with bypass graft (procedure)",0,N,256
C0189695,ENG,S,L2850597,PF,S11851767,Y,A18596748,0000063292,0000019329,NULL,CHV,PT,0000019329,"arterial bypass graft",0,N,256
C0189695,ENG,S,L0723126,PF,S11851983,Y,A18596749,0000063293,0000019329,NULL,CHV,SY,0000019329,"artery bypass graft",0,N,256
C0010075,ENG,P,L0010075,VO,S0028298,Y,A0042932,NULL,M0005197,D003331,MSH,PM,D003331,"Coronary Vessel",0,N,NULL
C0010075,ENG,P,L0010075,PF,S0028301,Y,A0042935,NULL,M0005197,D003331,MSH,MH,D003331,"Coronary Vessels",0,N,256
C0010075,ENG,P,L0010075,VO,S0098260,Y,A0132284,NULL,M0005197,D003331,MSH,PM,D003331,"Vessel, Coronary",0,N,256
C0010075,ENG,P,L0010075,VW,S0098265,Y,A0132289,NULL,M0005197,D003331,MSH,PM,D003331,"Vessels, Coronary",0,N,256
C0010075,ENG,P,L0010075,VO,S0417007,Y,A0476729,NULL,NULL,1398-9601,CSP,PT,1398-9601,"coronary vessel",0,N,256
C0010075,ENG,P,L0010075,VC,S11871970,Y,A18627896,0000010458,0000003372,NULL,CHV,PT,0000003372,"coronary vessels",0,N,256
C0010075,ENG,P,L0010075,VO,S0417007,N,A18665075,0000010457,0000003372,NULL,CHV,SY,0000003372,"coronary vessel",0,N,256
C0010075,ENG,P,L0010075,VO,S11951430,Y,A18683514,0000010459,0000003372,NULL,CHV,SY,0000003372,"vessel coronary",0,N,NULL
C0010068,ENG,S,L0010068,PF,S0028287,Y,A0042919,NULL,M0005191,D003327,MSH,MH,D003327,"Coronary Disease",0,N,256
C0010068,ENG,S,L0010068,VO,S0028288,Y,A0042920,NULL,M0005191,D003327,MSH,PM,D003327,"Coronary Diseases",0,N,NULL
C0010068,ENG,P,L0010069,VO,S0028290,Y,A0042923,NULL,M0005191,D003327,MSH,PM,D003327,"Coronary Heart Diseases",0,N,NULL
C0010068,ENG,P,L0010069,VCW,S0033675,Y,A0049696,NULL,M0005191,D003327,MSH,PM,D003327,"Disease, Coronary Heart",0,N,NULL
C0010068,ENG,S,L0010068,VO,S0034036,Y,A0049971,NULL,M0005191,D003327,MSH,PM,D003327,"Diseases, Coronary",0,N,256
C0010068,ENG,P,L0010069,VO,S0034038,Y,A0049973,NULL,M0005191,D003327,MSH,PM,D003327,"Diseases, Coronary Heart",0,N,NULL
C0010068,ENG,P,L0010069,VCW,S0047224,Y,A0066400,NULL,M0005191,D003327,MSH,PM,D003327,"Heart Disease, Coronary",0,N,256
C0010068,ENG,P,L0010069,VO,S0047230,Y,A0066406,NULL,M0005191,D003327,MSH,PM,D003327,"Heart Diseases, Coronary",0,N,256
C0010068,ENG,S,L0215086,PF,S0288826,Y,A0318709,NULL,NULL,1393-3397,CSP,PT,1393-3397,"coronary disorder",0,N,256
C0010068,ENG,S,L0010068,VC,S0361540,N,A0398249,NULL,NULL,NULL,CST,GT,"CORONARY ART DIS","CORONARY DISEASE",0,N,256
C0010068,ENG,S,L0010068,VC,S0361540,Y,A0398250,NULL,NULL,NULL,DXP,SY,NOCODE,"CORONARY DISEASE",0,N,256
C0010068,ENG,P,L0010069,PF,S0364588,N,A0402840,NULL,NULL,NULL,LCH,PT,U005407,"Coronary heart disease",0,N,256
C0010068,ENG,S,L0010068,VW,S0367593,Y,A0406948,NULL,M0005191,D003327,MSH,PM,D003327,"Disease, Coronary",0,N,256
C0010068,ENG,S,L6333361,PF,S7250825,Y,A12068234,NULL,M0005191,D003327,MSH,DEV,D003327,"CORONARY DIS",0,Y,NULL
C0010068,ENG,S,L6330645,PF,S7250826,Y,A12090077,NULL,M0005191,D003327,MSH,DEV,D003327,"CORONARY HEART DIS",0,Y,NULL
C0010068,ENG,S,L1083287,PF,S1345017,Y,A1304637,NULL,NULL,0571-2508,CSP,ET,0571-2508,"CHD (coronary heart disease)",0,N,NULL
C0010068,ENG,S,L1083287,PF,S1345017,N,A1304638,NULL,NULL,1393-3397,CSP,ET,1393-3397,"CHD (coronary heart disease)",0,N,NULL
C0010068,ENG,P,L0010069,VC,S1430643,N,A1390270,NULL,NULL,NULL,AOD,NP,0000023342,"coronary heart disease",0,N,256
C0010068,ENG,P,L0010069,VC,S1430643,N,A1390272,NULL,NULL,0571-2508,CSP,ET,0571-2508,"coronary heart disease",0,N,256
C0010068,ENG,P,L0010069,VC,S1430643,N,A1390273,NULL,NULL,1393-3397,CSP,ET,1393-3397,"coronary heart disease",0,N,256
C0010068,ENG,S,L7671950,PF,S8871916,Y,A17894817,NULL,N0000000857,NULL,NDFRT,FN,N0000000857,"Coronary Disease [Disease/Finding]",0,N,NULL
C0010068,ENG,P,L0010069,VC,S0028289,N,A18014847,NULL,N0000000857,NULL,NDFRT,SY,N0000000857,"Coronary Heart Disease",0,N,256
C0010068,ENG,S,L0010068,PF,S0028287,N,A18062921,NULL,N0000000857,NULL,NDFRT,PT,N0000000857,"Coronary Disease",0,N,256
C0010068,ENG,S,L0010068,VC,S11871949,Y,A18553613,0000010441,0000003369,NULL,CHV,SY,0000003369,"coronary disease",0,N,256
C0010068,ENG,S,L0215086,PF,S0288826,N,A18590758,0000010445,0000003369,NULL,CHV,SY,0000003369,"coronary disorder",0,N,256
C0010068,ENG,P,L0010069,VO,S11871951,Y,A18609382,0000010447,0000003369,NULL,CHV,SY,0000003369,"coronary heart diseases",0,N,256
C0010068,ENG,P,L0010069,VC,S1430643,Y,A18646536,0000010446,0000003369,NULL,CHV,PT,0000003369,"coronary heart disease",0,N,256
C0010068,ENG,S,L0010068,VO,S11871948,Y,A18665072,0000010443,0000003369,NULL,CHV,SY,0000003369,"coronary diseases",0,N,256
C0010068,ENG,P,L0010069,PF,S0364588,N,A23866552,NULL,sh85032870,NULL,LCH_NW,PT,sh85032870,"Coronary heart disease",0,N,256
C0010068,ENG,P,L0010069,VC,S0028289,Y,A26654850,NULL,M0005191,D003327,MSH,ET,D003327,"Coronary Heart Disease",0,N,256
C0010068,ENG,P,L0010069,PF,S0364588,Y,A4373819,NULL,NULL,NULL,MTH,PN,NOCODE,"Coronary heart disease",0,N,256
C0018821,ENG,S,L0018821,PF,S0419746,N,A0480555,NULL,NULL,NULL,AOD,ET,0000008208,"heart surgery",0,N,256
C0018821,ENG,S,L0018821,PF,S0419746,N,A0480556,NULL,NULL,1397-6326,CSP,PT,1397-6326,"heart surgery",0,N,256
C0018821,ENG,P,L0229055,PF,S0832955,Y,A0891250,NULL,NULL,NULL,MTH,PN,U001972,"Cardiac Surgery procedures",0,N,256
C0018821,ENG,S,L0772897,PF,S0832957,Y,A0891252,NULL,M0009971,D006348,MSH,MH,D006348,"Cardiac Surgical Procedures",0,N,NULL
C0018821,ENG,S,L6520216,VO,S7591421,Y,A12068532,NULL,M0009971,D006348,MSH,DEV,D006348,"CARDIAC SURG PROCEDURE",0,Y,NULL
C0018821,ENG,S,L6520629,VO,S7596000,Y,A12068533,NULL,M0009971,D006348,MSH,DEV,D006348,"HEART SURG PROCEDURE",0,Y,NULL
C0018821,ENG,S,L6520216,VO,S7605250,Y,A12068534,NULL,M0009971,D006348,MSH,DEV,D006348,"SURG PROCEDURE CARDIAC",0,Y,NULL
C0018821,ENG,S,L6520629,VW,S7602196,Y,A12072190,NULL,M0009971,D006348,MSH,DEV,D006348,"PROCEDURES HEART SURG",0,Y,NULL
C0018821,ENG,S,L6520629,VW,S7605304,Y,A12072191,NULL,M0009971,D006348,MSH,DEV,D006348,"SURG PROCEDURES HEART",0,Y,NULL
C0018821,ENG,S,L6520629,VO,S7605260,Y,A12072192,NULL,M0009971,D006348,MSH,DEV,D006348,"SURG PROCEDURE HEART",0,Y,NULL
C0018821,ENG,S,L6520216,VW,S7605285,Y,A12075856,NULL,M0009971,D006348,MSH,DEV,D006348,"SURG PROCEDURES CARDIAC",0,Y,NULL
C0018821,ENG,S,L6520216,PF,S7591420,Y,A12079577,NULL,M0009971,D006348,MSH,DEV,D006348,"CARDIAC SURG PROCEDURES",0,Y,NULL
C0018821,ENG,S,L6520629,VO,S7602166,Y,A12083208,NULL,M0009971,D006348,MSH,DEV,D006348,"PROCEDURE HEART SURG",0,Y,NULL
C0018821,ENG,S,L6520216,VW,S7602185,Y,A12086806,NULL,M0009971,D006348,MSH,DEV,D006348,"PROCEDURES CARDIAC SURG",0,Y,NULL
C0018821,ENG,S,L6520629,PF,S7595999,Y,A12090428,NULL,M0009971,D006348,MSH,DEV,D006348,"HEART SURG PROCEDURES",0,Y,NULL
C0018821,ENG,S,L6520216,VO,S7602155,Y,A12094052,NULL,M0009971,D006348,MSH,DEV,D006348,"PROCEDURE CARDIAC SURG",0,Y,NULL
C0018821,ENG,S,L0772862,PF,S11863595,Y,A18554690,0000019868,0000005892,NULL,CHV,SY,0000005892,"cardiac operations",0,N,256
C0018821,ENG,P,L0229055,VO,S11863637,Y,A18554691,0000019869,0000005892,NULL,CHV,SY,0000005892,"cardiac surgery procedure",0,N,256
C0018821,ENG,P,L0229055,VC,S11863636,Y,A18554692,0000019870,0000005892,NULL,CHV,SY,0000005892,"cardiac surgery procedures",0,N,256
C0018821,ENG,S,L0229056,PF,S11896307,Y,A18573131,0000019872,0000005892,NULL,CHV,SY,0000005892,"heart operations",0,N,256
C0018821,ENG,S,L0018821,VO,S11896382,Y,A18591798,0000019875,0000005892,NULL,CHV,SY,0000005892,"heart surgeries",0,N,256
C0018821,ENG,S,L0018821,PF,S0419746,Y,A18591799,0000019876,0000005892,NULL,CHV,PT,0000005892,"heart surgery",0,N,256
C0018821,ENG,S,L0229056,VO,S11896308,Y,A18628934,0000019871,0000005892,NULL,CHV,SY,0000005892,"heart operation",0,N,256
C0018821,ENG,S,L0772862,VO,S11863596,Y,A18647584,0000019867,0000005892,NULL,CHV,SY,0000005892,"cardiac operation",0,N,256
C0018821,ENG,S,L0007176,VC,S0022409,Y,A21143455,NULL,NULL,NULL,MEDLINEPLUS,ET,4119,"Cardiac Surgery",0,N,NULL
C0018821,ENG,S,L0018821,VC,S0047276,Y,A21144616,NULL,NULL,NULL,MEDLINEPLUS,PT,4119,"Heart Surgery",0,N,256
C0018821,ENG,S,L0007176,PF,S3696034,N,A21144617,NULL,NULL,NULL,MEDLINEPLUS,SY,4119,"Cardiac surgery",0,N,256
C0018821,ENG,S,L13046299,PF,S15977339,Y,A26505373,NULL,LA25531-7,NULL,LNC,LA,LA25531-7,"Cardio/pulm: Heart surgery (general)",0,N,NULL
C0018821,ENG,S,L0772897,VO,S0998227,Y,A26619994,NULL,M0009971,D006348,MSH,ET,D006348,"Procedure, Cardiac Surgical",0,N,NULL
C0018821,ENG,S,L0851352,VO,S0900820,Y,A26630993,NULL,M0009971,D006348,MSH,ET,D006348,"Heart Surgical Procedure",0,N,NULL
C0018821,ENG,S,L0851352,VW,S0998283,Y,A26633750,NULL,M0009971,D006348,MSH,ET,D006348,"Procedures, Heart Surgical",0,N,NULL
C0018821,ENG,S,L0772897,VO,S0832956,Y,A26639043,NULL,M0009971,D006348,MSH,ET,D006348,"Cardiac Surgical Procedure",0,N,NULL
C0018821,ENG,S,L0851352,PF,S1038397,Y,A26641654,NULL,M0009971,D006348,MSH,ET,D006348,"Surgical Procedures, Heart",0,N,256
C0018821,ENG,S,L0772897,VW,S0998274,Y,A26649774,NULL,M0009971,D006348,MSH,ET,D006348,"Procedures, Cardiac Surgical",0,N,NULL
C0018821,ENG,S,L0851352,VW,S0900821,Y,A26652469,NULL,M0009971,D006348,MSH,ET,D006348,"Heart Surgical Procedures",0,N,NULL
C0018821,ENG,S,L0851352,VO,S1038230,Y,A26665758,NULL,M0009971,D006348,MSH,ET,D006348,"Surgical Procedure, Heart",0,N,256
C0018821,ENG,S,L0772897,VW,S1038388,Y,A26673859,NULL,M0009971,D006348,MSH,ET,D006348,"Surgical Procedures, Cardiac",0,N,256
C0018821,ENG,S,L0851352,VO,S0998236,Y,A26676589,NULL,M0009971,D006348,MSH,ET,D006348,"Procedure, Heart Surgical",0,N,NULL
C0018821,ENG,S,L0772897,VO,S1038221,Y,A26679312,NULL,M0009971,D006348,MSH,ET,D006348,"Surgical Procedure, Cardiac",0,N,256
C0018821,ENG,S,L0007176,PF,S3696034,Y,A27108234,NULL,LP207299-1,NULL,LNC,LPN,LP207299-1,"Cardiac surgery",0,N,256
C0581603,ENG,P,L1118180,PF,S1437019,N,A1396851,NULL,NULL,NULL,AOD,ET,0000008211,revascularization,0,N,256
C0581603,ENG,P,L1118180,VO,S11933974,Y,A18584897,0000117341,0000040599,NULL,CHV,SY,0000040599,revascularisation,0,N,256
C0581603,ENG,P,L1118180,PF,S1437019,Y,A18622100,0000117342,0000040599,NULL,CHV,PT,0000040599,revascularization,0,N,256
C0581603,ENG,S,L1027600,PF,S1239425,N,A18622101,0000117343,0000040599,NULL,CHV,SY,0000040599,"revascularization surgery",0,N,256
C0581603,ENG,S,L1027600,PF,S1239425,Y,A8256613,NULL,NULL,0579-1046,CSP,PT,0579-1046,"revascularization surgery",0,N,256
C0176590,ENG,S,L6708295,PF,S11078028,Y,A16979774,NULL,NULL,36.39,ICD9CM,AB,36.39,"Oth heart revascular",0,Y,NULL
C0176590,ENG,P,L0212576,PF,S0703961,N,A8361556,NULL,NULL,36.3,ICD9CM,HT,36.3,"Other heart revascularization",0,N,256
C0176590,ENG,P,L0212576,PF,S0703961,Y,A8361557,NULL,NULL,36.39,ICD9CM,PT,36.39,"Other heart revascularization",0,N,256
C0189976,ENG,S,L6712510,PF,S11069191,Y,A16984526,NULL,NULL,36.2,ICD9CM,AB,36.2,"Arterial implant revasc",0,Y,NULL
C0189976,ENG,S,L0229402,PF,S0304554,Y,A8351192,NULL,NULL,36.2,MTHICD9,ET,36.2,"Implantation of blood vessels into myocardium",0,N,NULL
C0189976,ENG,P,L0229406,PF,S0304558,Y,A8351193,NULL,NULL,36.2,ICD9CM,PT,36.2,"Heart revascularization by arterial implant",0,N,256
C0189976,ENG,S,L1105256,PF,S1929990,Y,A8375791,NULL,NULL,36.2,MTHICD9,ET,36.2,"Indirect heart revascularization NOS",0,N,256
C0151744,ENG,S,L0022120,VW,S0033771,N,A0049772,NULL,M0026104,D017202,MSH,PM,D017202,"Disease, Ischemic Heart",0,N,NULL
C0151744,ENG,S,L0022120,VO,S0034123,Y,A0050032,NULL,M0026104,D017202,MSH,PM,D017202,"Diseases, Ischemic Heart",0,N,NULL
C0151744,ENG,S,L0022120,VO,S0047231,Y,A0066407,NULL,M0026104,D017202,MSH,PM,D017202,"Heart Diseases, Ischemic",0,N,NULL
C0151744,ENG,S,L0022120,VO,S0054456,Y,A0075872,NULL,M0026104,D017202,MSH,PM,D017202,"Ischemic Heart Diseases",0,N,256
C0151744,ENG,P,L0161624,PF,S0225792,N,A0247486,NULL,M0026104,D017202,MSH,MH,D017202,"Myocardial Ischemia",0,N,256
C0151744,ENG,P,L0161624,PF,S0225792,Y,A0247487,NULL,NULL,NULL,MTH,PN,NOCODE,"Myocardial Ischemia",0,N,256
C0151744,ENG,P,L0161624,VCW,S0255281,Y,A0289375,NULL,NULL,NULL,CST,GT,"ISCHEMIA MYOCARD","ISCHEMIA MYOCARDIAL",0,N,NULL
C0151744,ENG,P,L0161624,VO,S0255285,Y,A0289380,NULL,NULL,NULL,CST,GT,"ISCHEMIA MYOCARD","MYOCARDIAL ISCHAEMIA",0,N,256
C0151744,ENG,P,L0161624,VO,S0257458,Y,A0291500,NULL,M0026104,D017202,MSH,PM,D017202,"Ischemias, Myocardial",0,N,NULL
C0151744,ENG,P,L0161624,VO,S0257459,Y,A0291501,NULL,M0026104,D017202,MSH,PM,D017202,"Myocardial Ischemias",0,N,256
C0151744,ENG,S,L0022120,VCW,S0376028,Y,A0418213,NULL,NULL,NULL,DXP,SY,NOCODE,"HEART, ISCHEMIC DISEASE",0,N,256
C0151744,ENG,S,L0022120,VC,S0379455,N,A0423193,NULL,NULL,NULL,COSTAR,PT,430,"ISCHEMIC HEART DISEASE",0,N,256
C0151744,ENG,S,L0022120,VC,S0379455,N,A0423194,NULL,NULL,NULL,DXP,SY,NOCODE,"ISCHEMIC HEART DISEASE",0,N,256
C0151744,ENG,P,L0161624,VC,S0386501,N,A0433269,NULL,NULL,NULL,CST,PT,"ISCHEMIA MYOCARD","MYOCARDIAL ISCHEMIA",0,N,256
C0151744,ENG,P,L0161624,VC,S0386501,Y,A0433271,NULL,NULL,NULL,MTH,SY,NOCODE,"MYOCARDIAL ISCHEMIA",0,N,256
C0151744,ENG,S,L0022120,PF,S0054455,N,A10761282,NULL,C50625,NULL,NCI,PT,C50625,"Ischemic Heart Disease",0,N,256
C0151744,ENG,S,L1381303,PF,S1641699,Y,A10771925,NULL,C50625,NULL,NCI,AB,C50625,IHD,0,N,256
C0151744,ENG,P,L0161624,VC,S1232334,N,A1197148,NULL,NULL,NULL,AOD,DE,0000005324,"myocardial ischemia",0,N,256
C0151744,ENG,P,L0161624,VC,S1232334,N,A1197149,NULL,NULL,1393-3427,CSP,ET,1393-3427,"myocardial ischemia",0,N,256
C0151744,ENG,S,L6327339,VW,S7257188,Y,A12080669,NULL,M0026104,D017202,MSH,DEV,D017202,"HEART DIS ISCHEMIC",0,Y,NULL
C0151744,ENG,S,L6327339,PF,S7234112,Y,A12080670,NULL,M0026104,D017202,MSH,DEV,D017202,"ISCHEMIC HEART DIS",0,Y,NULL
C0151744,ENG,S,L0022120,VC,S1431549,N,A1391199,NULL,NULL,NULL,AOD,NP,0000023331,"ischemic heart disease",0,N,256
C0151744,ENG,S,L0022120,VC,S1431549,Y,A1391200,NULL,NULL,1393-3427,CSP,ET,1393-3427,"ischemic heart disease",0,N,256
C0151744,ENG,S,L0022120,VW,S0047225,N,A17894188,NULL,N0000003550,NULL,NDFRT,SY,N0000003550,"Heart Disease, Ischemic",0,N,NULL
C0151744,ENG,P,L0161624,VW,S0221373,N,A17918552,NULL,N0000003550,NULL,NDFRT,SY,N0000003550,"Ischemia, Myocardial",0,N,NULL
C0151744,ENG,P,L0161624,PF,S0225792,N,A17966434,NULL,N0000003550,NULL,NDFRT,PT,N0000003550,"Myocardial Ischemia",0,N,256
C0151744,ENG,S,L7673842,PF,S8887348,Y,A17990528,NULL,N0000003550,NULL,NDFRT,FN,N0000003550,"Myocardial Ischemia [Disease/Finding]",0,N,NULL
C0151744,ENG,S,L0022120,PF,S0054455,N,A18014298,NULL,N0000003550,NULL,NDFRT,SY,N0000003550,"Ischemic Heart Disease",0,N,256
C0151744,ENG,P,L0161624,VC,S0692134,N,A18361325,NULL,LP31567-8,NULL,LNC,LPN,LP31567-8,"Myocardial ischemia",0,N,256
C0151744,ENG,S,L1081199,PF,S11863572,Y,A18558847,0000056565,0000017057,NULL,CHV,SY,0000017057,"cardiac ischaemia",0,N,256
C0151744,ENG,S,L1381303,VC,S11900489,Y,A18614554,0000056571,0000017057,NULL,CHV,SY,0000017057,ihd,0,N,256
C0151744,ENG,P,L0161624,VC,S1232334,Y,A18614555,0000056578,0000017057,NULL,CHV,PT,0000017057,"myocardial ischemia",0,N,256
C0151744,ENG,S,L1081199,VO,S11863573,Y,A18633074,0000056566,0000017057,NULL,CHV,SY,0000017057,"cardiac ischemia",0,N,256
C0151744,ENG,S,L0022120,VC,S1431549,N,A18633075,0000056575,0000017057,NULL,CHV,SY,0000017057,"ischemic heart disease",0,N,256
C0151744,ENG,S,L0022120,VO,S6658739,Y,A18651701,0000056572,0000017057,NULL,CHV,SY,0000017057,"ischaemic heart disease",0,N,256
C0151744,ENG,P,L0161624,VO,S11916453,Y,A18688682,0000056577,0000017057,NULL,CHV,SY,0000017057,"myocardial ischaemia",0,N,256
C0151744,ENG,S,L0215588,PF,S1941548,Y,A1883473,NULL,NULL,1393-3427,CSP,PT,1393-3427,"myocardial ischemia/hypoxia",0,N,256
C0151744,ENG,P,L0161624,VC,S0692134,Y,A21233319,NULL,NULL,MTHU037875,OMIM,PTCS,MTHU037875,"Myocardial ischemia",0,N,256
C0151744,ENG,S,L0022120,VC,S0381391,Y,A21236942,NULL,NULL,MTHU038308,OMIM,PTCS,MTHU038308,"Ischemic heart disease",0,N,256
C0151744,ENG,P,L0161624,VC,S0692134,N,A23524818,NULL,MTHU024507,NULL,LNC,CN,MTHU024507,"Myocardial ischemia",0,N,256
C0151744,ENG,S,L0022120,VW,S0033771,Y,A24365649,NULL,C50625,NULL,NCI_FDA,SY,2493,"Disease, Ischemic Heart",0,N,NULL
C0151744,ENG,S,L0022120,VW,S0047225,N,A24372435,NULL,C50625,NULL,NCI_FDA,SY,2493,"Heart Disease, Ischemic",0,N,NULL
C0151744,ENG,S,L0022120,PF,S0054455,N,A24374444,NULL,C50625,NULL,NCI_FDA,PT,2493,"Ischemic Heart Disease",0,N,256
C0151744,ENG,P,L0161624,VW,S0221373,Y,A26607436,NULL,M0026104,D017202,MSH,ET,D017202,"Ischemia, Myocardial",0,N,NULL
C0151744,ENG,S,L0022120,VW,S0047225,Y,A26631861,NULL,M0026104,D017202,MSH,ET,D017202,"Heart Disease, Ischemic",0,N,NULL
C0151744,ENG,S,L0022120,PF,S0054455,Y,A26666646,NULL,M0026104,D017202,MSH,ET,D017202,"Ischemic Heart Disease",0,N,256
C0151744,ENG,S,L0022120,VC,S0379455,Y,A8352547,NULL,NULL,410-414.99,ICD9CM,HT,410-414.99,"ISCHEMIC HEART DISEASE",0,N,256
C0151744,ENG,S,L0022120,VO,S0670078,Y,A8360213,NULL,NULL,414.9,MTHICD9,ET,414.9,"Ischemic heart disease NOS",0,N,256
C0151744,ENG,P,L0161624,VC,S0692134,N,A8360767,NULL,NULL,414.8,MTHICD9,ET,414.8,"Myocardial ischemia",0,N,256
C0597087,ENG,P,L1025211,PF,S1235982,Y,A1200113,NULL,NULL,0581-4208,CSP,PT,0581-4208,"nonsurgical revascularization",0,N,256
C1260596,ENG,S,L0010056,VCW,S6652000,Y,A18607630,0000157892,0000056333,NULL,CHV,PT,0000056333,"coronary artery bypass graft",0,N,256
C1260596,ENG,S,L0010056,VCW,S11871930,Y,A18607631,0000148314,0000056333,NULL,CHV,SY,0000056333,"coronary artery graft bypass",0,N,256
C1260596,ENG,S,L0010056,VO,S11851981,Y,A18644733,0000148313,0000056333,NULL,CHV,SY,0000056333,"artery bypass coronary grafts",0,N,NULL
C1260596,ENG,S,L0010056,VCW,S11851982,Y,A18700313,0000148312,0000056333,NULL,CHV,SY,0000056333,"artery bypass coronary graft",0,N,NULL
C1260596,ENG,S,L0010056,PF,S3191745,Y,A2864170,NULL,NULL,NULL,SPN,PT,NAV,"GRAFT,BYPASS,CORONARY ARTERY",0,N,NULL
C1260596,ENG,P,L5493200,PF,S6283002,Y,A8246852,NULL,NULL,NULL,MTH,PN,NOCODE,"coronary artery graft device",0,N,256
C0021780,ENG,P,L0021780,VC,S1427894,Y,A1387519,NULL,NULL,NULL,AOD,ET,0000008216,"internal mammary artery implantation",0,N,256
C0021780,ENG,P,L0021780,PF,S4139107,Y,A4471807,NULL,NULL,NULL,MTH,PN,NOCODE,"Internal mammary artery implantation",0,N,256
C0021780,ENG,P,L0021780,VC,S0053736,Y,A7759940,NULL,M0014341,D009204,MSH,PEP,D009204,"Internal Mammary Artery Implantation",0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A0025438,NULL,NULL,NULL,LCH,PT,U000316,Aorta,0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A0025439,NULL,M0001539,D001011,MSH,MH,D001011,Aorta,0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,Y,A0025440,NULL,NULL,NULL,MTH,PN,NOCODE,Aorta,0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A0025445,NULL,NULL,NULL,UWDA,PT,3734,Aorta,0,N,256
C0003483,ENG,P,L0003483,VO,S0015141,Y,A0025450,NULL,M0001539,D001011,MSH,PM,D001011,Aortas,0,N,256
C0003483,ENG,P,L0003483,VC,S0414998,N,A0473791,NULL,NULL,NULL,AOD,DE,0000005267,aorta,0,N,256
C0003483,ENG,P,L0003483,VC,S0414998,N,A0473792,NULL,NULL,0581-1315,CSP,PT,0581-1315,aorta,0,N,256
C0003483,ENG,S,L0711784,PF,S0806701,Y,A12787794,NULL,C12669,NULL,NCI,AD,C12669,Aortic,0,N,256
C0003483,ENG,S,L1805328,PF,S2131392,Y,A15394934,NULL,3734,NULL,FMA,SY,3734,"Trunk of systemic arterial tree",0,N,256
C0003483,ENG,S,L1804858,PF,S2130979,Y,A15445117,NULL,3734,NULL,FMA,SY,3734,"Trunk of aortic tree",0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A15495144,NULL,3734,NULL,FMA,PT,3734,Aorta,0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A18213287,NULL,LP7009-6,NULL,LNC,LPN,LP7009-6,Aorta,0,N,256
C0003483,ENG,P,L0003483,VC,S0414998,Y,A18552871,0000003186,0000001346,NULL,CHV,PT,0000001346,aorta,0,N,256
C0003483,ENG,S,L0711784,VC,S11850976,Y,A18682733,0000003188,0000001346,NULL,CHV,SY,0000001346,aortic,0,N,256
C0003483,ENG,S,L1804858,PF,S2130979,N,A1986902,NULL,NULL,NULL,UWDA,SY,3734,"Trunk of aortic tree",0,N,256
C0003483,ENG,S,L1805328,PF,S2131392,N,A1987315,NULL,NULL,NULL,UWDA,SY,3734,"Trunk of systemic arterial tree",0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A23517975,NULL,MTHU003021,NULL,LNC,LS,MTHU003021,Aorta,0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A23866365,NULL,sh85005856,NULL,LCH_NW,PT,sh85005856,Aorta,0,N,256
C0003483,ENG,P,L0003483,VC,S0414998,N,A23879782,NULL,C12669,NULL,NCI_NCI-GLOSS,PT,CDR0000044527,aorta,0,N,256
C0003483,ENG,P,L0003483,PF,S0015136,N,A23947547,NULL,C12669,NULL,NCI,SY,TCGA,Aorta,0,N,256
C0003483,ENG,S,L0511192,PF,S13016037,Y,A23963901,NULL,C12669,NULL,NCI_CDISC,PT,SEND-SPEC,"ARTERY, AORTA",0,N,256
