CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF
C0022735,A15557738,AT198078963,NULL,NCI_NCI-GLOSS,"A genetic disorder in males caused by having one or more extra X chromosomes. Males with this disorder may have larger than normal breasts, a lack of facial and body hair, a rounded body type, and small testicles. They may learn to speak much later than other children and may have difficulty learning to read and write. Klinefelter syndrome increases the risk of developing extragonadal germ cell tumors and breast cancer.",N,NULL
C0022735,A21143896,AT220103911,NULL,MEDLINEPLUS,"<p>Klinefelter syndrome (KS) is a condition that occurs in men who have an extra X chromosome. The syndrome can affect different stages of physical, language, and social development.</p> <p>The most common symptom is <a href='https://medlineplus.gov/infertility.html'>infertility</a>. Boys may be taller than other boys their age, with more fat around the belly. After puberty, KS boys may have</p> <ul> <li>Smaller testes and penis</li> <li>Breast growth</li> <li>Less facial and body hair</li> <li>Reduced muscle tone</li> <li>Narrower shoulders and wider hips</li> <li>Weaker bones</li> <li>Decreased sexual interest</li> <li>Lower energy</li> </ul> <p>KS males may have learning or language problems. They may be quiet and shy and have trouble fitting in.</p> <p>A genetic test can diagnose KS. There is no cure, but treatments are available. It is important to start treatment as early as possible. With treatment, most boys grow up to have normal lives.</p> <p>Treatments include testosterone replacement therapy and breast reduction surgery. If needed, physical, speech, language, and occupational therapy may also help.</p> <p >NIH: National Institute of Child Health and Human Development</p>",N,NULL
C0022735,A15557738,AT224190677,NULL,NCI_NICHD,"A condition caused by the presence of an extra X chromosome resulting in 47,XXY karyotype in an individual with male phenotype. The condition is characterized in childhood by relative tall stature with disproportionately long limbs, and speech/language developmental problems in some patients. Postpubertal findings include small testes, gynecomastia, and infertility.",N,NULL
C0022735,A0427045,AT32350231,NULL,CSP,"genetic disease that produces sterile males with small testes lacking sperm due to XXY karyotype.",N,NULL
C0022735,A0077440,AT53895869,NULL,MSH,"A form of male HYPOGONADISM, characterized by the presence of an extra X CHROMOSOME, small TESTES, seminiferous tubule dysgenesis, elevated levels of GONADOTROPINS, low serum TESTOSTERONE, underdeveloped secondary sex characteristics, and male infertility (INFERTILITY, MALE). Patients tend to have long legs and a slim, tall stature. GYNECOMASTIA is present in many of the patients. The classic form has the karyotype 47,XXY. Several karyotype variants include 48,XXYY; 48,XXXY; 49,XXXXY, and mosaic patterns ( 46,XY/47,XXY; 47,XXY/48,XXXY, etc.).",N,NULL
C0023138,A7585790,AT198029892,NULL,NCI,"A rare genetic syndrome with an autosomal recessive pattern of inheritance. Mutations in the BBS5 and MKKS genes of chromosome 11 have been observed in some cases which has lead to comparisons with Bardet-Biedl syndrome and McKusick-Kaufman syndrome. These syndromes have similar etiologies and presentations but are considered separate entities. Clinical signs of Laurence-Moon syndrome include ataxia, intellectual delay, retinitis pigmentosa and hypogonadism. The clinical course follows a progression to growth retardation, spastic paraplegia and optic atrophy with eventual vision loss.",N,NULL
C0023138,A1651202,AT38140954,NULL,MSH,"An autosomal recessive condition characterized by hypogonadism; spinocerebellar degeneration; MENTAL RETARDATION; RETINITIS PIGMENTOSA; and OBESITY. This syndrome was previously referred to as Laurence-Moon-Biedl syndrome until BARDET-BIEDL SYNDROME was identified as a distinct entity. (From N Engl J Med. 1989 Oct 12;321(15):1002-9)",N,NULL
C0023794,A1188554,AT51222290,NULL,CSP,"disturbance of lipid metabolism with abnormal deposit of lipids in the cells.",N,NULL
C0023794,A10901003,AT64676773,NULL,MSH,"Conditions characterized by abnormal lipid deposition due to disturbance in lipid metabolism, such as hereditary diseases involving lysosomal enzymes required for lipid breakdown. They are classified either by the enzyme defect or by the type of lipid involved.",N,NULL
C0025521,A12802910,AT198091096,NULL,NCI,"A group of disorders present at birth that involve genetic defects leading to disturbances in carbohydrate, lipid, lysosomal storage or amino acid metabolism in the body.",N,NULL
C0025521,A0085287,AT38149904,NULL,MSH,"Errors in metabolic processes resulting from inborn genetic mutations that are inherited or acquired in utero.",N,NULL
C0025521,A0248544,AT51221768,NULL,CSP,"errors in metabolic processes resulting from inborn genetic mutations that are inherited or acquired in utero.",N,NULL
C0025958,A17686812,AT210379133,NULL,NCI,"A congenital or acquired developmental disorder in which the circumference of the head is smaller than normal for the person's age and sex.",N,NULL
C0025958,A0319437,AT51221711,NULL,CSP,"abnormal smallness of the brain.",N,NULL
C0025958,A0086368,AT73543888,NULL,MSH,"A congenital abnormality in which the CEREBRUM is underdeveloped, the fontanels close prematurely, and, as a result, the head is small. (Desk Reference for Neuroscience, 2nd ed.)",N,NULL
C0026351,A24675423,AT206301584,NULL,HPO,"Moderate mental retardation is defined as an intelligence quotient (IQ) in the range of 35-49. [HPO:curators]",N,NULL
C0028860,A17686429,AT197961694,NULL,NCI,"An X-linked inherited multisystem metabolic disorder caused by mutations in the OCRL1 gene. The main manifestations of this disorder result from involvement of the eyes, nervous system and kidneys. Signs and symptoms include congenital cataracts, infantile glaucoma, intellectual disability, hypotonia, aminoaciduria and renal tubular dysfunction.",N,NULL
C0028860,A17686429,AT210377658,NULL,NCI_NICHD,"An X-linked, multisystem, metabolic disorder caused by mutations in the OCRL1 gene, the primary manifestations of which result from involvement of the eyes, nervous system and kidneys, and include congenital cataracts, infantile glaucoma, intellectual disability, hypotonia, aminoaciduria, and renal tubular dysfunction.",N,NULL
C0028860,A0600891,AT51225165,NULL,CSP,"sex-linked recessive disorder of amino acid transport which affects the eye, nervous system, and kidney; manifestations include cataract, glaucoma, aminoaciduria, hypophosphatemic rickets, developmental delay, myopathy, peripheral neuropathy, and hypotonia; associated with deficient activity of the enzyme phosphatidylinositol 4,5-bisphosphate-5-phosphatase.",N,NULL
C0028860,A0094229,AT64677089,NULL,MSH,"A sex-linked recessive disorder affecting multiple systems including the EYE, the NERVOUS SYSTEM, and the KIDNEY. Clinical features include congenital CATARACT; MENTAL RETARDATION; and renal tubular dysfunction (FANCONI SYNDROME; RENAL TUBULAR ACIDOSIS; X-LINKED HYPOPHOSPHATEMIA or vitamin-D-resistant rickets) and SCOLIOSIS. This condition is due to a deficiency of phosphatidylinositol 4,5-bisphosphate-5-phosphatase leading to defects in PHOSPHATIDYLINOSITOL metabolism and INOSITOL signaling pathway. (from Menkes, Textbook of Child Neurology, 5th ed, p60; Am J Hum Genet 1997 Jun;60(6):1384-8)",N,NULL
C0031485,A18556244,AT130673353,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize phenylalanine",N,NULL
C0031485,A18574684,AT130673354,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize phenylalanine",N,NULL
C0031485,A18574685,AT130673355,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize phenylalanine",N,NULL
C0031485,A18611994,AT130673356,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize phenylalanine",N,NULL
C0031485,A18649136,AT130673357,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize phenylalanine",N,NULL
C0031485,A18649137,AT130673358,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize phenylalanine",N,NULL
C0031485,A18667698,AT130673359,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize phenylalanine",N,NULL
C0031485,A18589560,AT130673377,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize protein",N,NULL
C0031485,A18645303,AT130673378,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize protein",N,NULL
C0031485,A18700868,AT130673379,NULL,CHV,"A genetic disorder in which the body lacks the enzyme necessary to metabolize protein",N,NULL
C0031485,A17679528,AT198084859,NULL,NCI_NCI-GLOSS,"An inherited disorder that causes a build-up of phenylalanine (an amino acid) in the blood. This can cause mental retardation, behavioral and movement problems, seizures, and delayed development. Using a blood test, PKU can easily be found in newborns, and treatment is a diet low in phenylalanine.",N,NULL
C0031485,A17679528,AT205721654,NULL,NCI,"An autonomic recessive genetic disorder characterized by the body's inability to metabolize and utilize the amino acid phenylalanine, resulting in mental retardation, behavioral and movement problems, seizures, and developmental delays.",N,NULL
C0031485,A21142754,AT220105469,NULL,MEDLINEPLUS,"<p>Phenylketonuria (PKU) is a type of <a href='https://medlineplus.gov/aminoacidmetabolismdisorders.html'>amino acid metabolism disorder</a>. It is inherited. If you have it, your body can't process part of a protein called phenylalanine (Phe). Phe is in almost all foods. If your Phe level gets too high, it can damage your brain and cause severe intellectual disability. All babies born in U.S. hospitals must now have a <a href='https://medlineplus.gov/newbornscreening.html'>screening</a> test for PKU. This makes it easier to diagnose and treat the problem early. </p> <p>The best treatment for PKU is a diet of low-protein foods. There are special formulas for newborns. For older children and adults, the diet includes many fruits and vegetables. It also includes some low-protein breads, pastas and cereals. Nutritional formulas provide the vitamins and minerals you can't get from their food.</p> <p>Babies who get on this special diet soon after they are born develop normally. Many have no symptoms of PKU. It is important to stay on the diet for the rest of your life.</p> <p >NIH: National Institute of Child Health and Human Development</p>",N,NULL
C0031485,A0100521,AT38135924,NULL,MSH,"A group of autosomal recessive disorders marked by a deficiency of the hepatic enzyme PHENYLALANINE HYDROXYLASE or less frequently by reduced activity of DIHYDROPTERIDINE REDUCTASE (i.e., atypical phenylketonuria). Classical phenylketonuria is caused by a severe deficiency of phenylalanine hydroxylase and presents in infancy with developmental delay; SEIZURES; skin HYPOPIGMENTATION; ECZEMA; and demyelination in the central nervous system. (From Adams et al., Principles of Neurology, 6th ed, p952).",N,NULL
C0031485,A0486383,AT51222283,NULL,CSP,"group of autosomal recessive disorders marked by a deficiency of the hepatic enzyme phenylaline hydroxylase or less frequently by reduced activity of dihydropteridine reductase.",N,NULL
C0032897,A16756031,AT198083999,NULL,NCI,"A genetic syndrome caused by deletions or disruptions of chromosome 15. It is characterized by reduced fetal activity, mental retardation, hypotonia, short stature, and hypogonadism.",N,NULL
C0032897,A21145537,AT220104037,NULL,MEDLINEPLUS,"<p>Prader-Willi Syndrome (PWS) is a rare genetic disorder. It causes poor muscle tone, low levels of sex hormones and a constant feeling of hunger. The part of the brain that controls feelings of fullness or hunger does not work properly in people with PWS. They overeat, leading to <a href='https://medlineplus.gov/obesityinchildren.html'>obesity</a>.</p> <p>Babies with PWS are usually floppy, with poor muscle tone, and have trouble sucking. Boys may have undescended testicles. Later, other signs appear. These include</p> <ul> <li>Short stature</li> <li>Poor motor skills</li> <li>Weight gain </li> <li>Underdeveloped sex organs</li> <li>Mild intellectual and learning disabilities</li> </ul> <p>There is no cure for PWS. Growth hormone, exercise, and dietary supervision can help build muscle mass and control weight. Other treatments may include sex hormones and behavior therapy. Most people with PWS will need specialized care and supervision throughout their lives.</p> <p >NIH: National Institute of Child Health and Human Development</p>",N,NULL
C0032897,A16756031,AT224188888,NULL,NCI_NICHD,"A syndrome caused by loss of the paternal copy of the q11-q13 region of chromosome 15 due to deletion, maternal uniparental disomy, or imprinting defects. The condition is characterized by infantile hypotonia, feeding difficulties, and failure to thrive in the first year of life, progressing to hyperphagia and obesity. Other common features include hypopigmentation, distinctive facial features, short stature, small hands and feet, hypogonadism, and neurobehavioral issues.",N,NULL
C0032897,A0104241,AT53895836,NULL,MSH,"An autosomal dominant disorder caused by deletion of the proximal long arm of the paternal chromosome 15 (15q11-q13) or by inheritance of both of the pair of chromosomes 15 from the mother (UNIPARENTAL DISOMY) which are imprinted (GENETIC IMPRINTING) and hence silenced. Clinical manifestations include MENTAL RETARDATION; MUSCULAR HYPOTONIA; HYPERPHAGIA; OBESITY; short stature; HYPOGONADISM; STRABISMUS; and HYPERSOMNOLENCE. (Menkes, Textbook of Child Neurology, 5th ed, p229)",N,NULL
C0032897,A0448603,AT58740971,NULL,CSP,"congenital neurobehavioral disorder characterized by rounded face, low forehead, almond shaped eyes, squinting, hypogonadism, hypotonia, insatiable appetite leading to obesity, and mental retardation; chromosomal disorder usually associated with a deletion of the proximal portion of the long arm of chromosome 15.",N,NULL
C0035372,A16769693,AT197960193,NULL,NCI,"A progressive neurologic disorder caused by mutations in the MECP2 gene on chromosome X. It almost exclusively affects girls. It is characterized by language and learning difficulties, poor communication skills, and repetitive hand motions. Other signs and symptoms include microcephaly, scoliosis, breathing abnormalities, and sleep disturbances.",N,NULL
C0035372,A21142777,AT220103370,NULL,MEDLINEPLUS,"<p>Rett syndrome is a rare genetic disease that causes developmental and nervous system problems, mostly in girls. It's related to <a href='https://medlineplus.gov/autismspectrumdisorder.html'>autism spectrum disorder</a>. Babies with Rett syndrome seem to grow and develop normally at first. Between 3 months and 3 years of age, though, they stop developing and even lose some skills. Symptoms include</p> <ul> <li>Loss of speech</li> <li>Loss of hand movements such as grasping</li> <li>Compulsive movements such as hand wringing</li> <li>Balance problems</li> <li>Breathing problems</li> <li>Behavior problems</li> <li>Learning problems or <a href='https://medlineplus.gov/developmentaldisabilities.html'>intellectual disability</a></li> </ul> <p>Rett syndrome has no cure. You can treat some of the symptoms with medicines, surgery, and physical and speech therapy. Most people with Rett syndrome live into middle age and beyond. They will usually need care throughout their lives.</p> <p >NIH: National Institute of Child Health and Human Development</p>",N,NULL
C0035372,A0452867,AT51225070,NULL,CSP,"progressive disorder affecting the cerebral cortex of females; present from birth; manifested by autistic behavior, ataxia, dementia, seizures, loss of purposeful usefulness of the hands, cerebral atrophy, and mild hyperammonemia.",N,NULL
C0035372,A0111829,AT53895264,NULL,MSH,"An inherited neurological developmental disorder that is associated with X-LINKED INHERITANCE and may be lethal in utero to hemizygous males. The affected female is normal until the age of 6-25 months when progressive loss of voluntary control of hand movements and communication skills; ATAXIA; SEIZURES; autistic behavior; intermittent HYPERVENTILATION; and HYPERAMMONEMIA appear. (From Menkes, Textbook of Child Neurology, 5th ed, p199)",N,NULL
C0037231,A17700885,AT224192486,NULL,NCI,"An autosomal recessive condition caused by mutation(s) in the ALDH3A2 gene, encoding fatty aldehyde dehydrogenase. It is a characterized by dry and scaly skin, neurological dysfunction and mild to moderate intellectual disability.",N,NULL
C0037231,A0116833,AT64676285,NULL,MSH,"An autosomal recessive neurocutaneous disorder characterized by severe ichthyosis MENTAL RETARDATION; SPASTIC PARAPLEGIA; and congenital ICHTHYOSIS. It is caused by mutation of gene encoding microsomal fatty ALDEHYDE DEHYDROGENASE leading to defect in fatty alcohol metabolism.",N,NULL
C0041341,A0129291,AT141596392,NULL,MSH,"Autosomal dominant neurocutaneous syndrome classically characterized by MENTAL RETARDATION; EPILEPSY; and skin lesions (e.g., adenoma sebaceum and hypomelanotic macules). There is, however, considerable heterogeneity in the neurologic manifestations. It is also associated with cortical tuber and HAMARTOMAS formation throughout the body, especially the heart, kidneys, and eyes. Mutations in two loci TSC1 and TSC2 that encode hamartin and tuberin, respectively, are associated with the disease.",N,NULL
C0041341,A7574269,AT197955277,NULL,NCI_NCI-GLOSS,"A genetic disorder in which benign (not cancer) tumors form in the kidneys, brain, eyes, heart, lungs, and skin. This disease can cause seizures, mental disabilities, and different types of skin lesions.",N,NULL
C0041341,A7574269,AT198128269,NULL,NCI,"Hereditary disease characterized by seizures, mental retardation, developmental delay, and skin and ocular lesions. First signs usually occur during infancy or childhood but in rare cases may not occur until 2nd or 3rd decade.",N,NULL
C0041341,A21145598,AT203073818,NULL,MEDLINEPLUS,"<p>Tuberous sclerosis is a rare genetic disease that causes benign tumors to grow in the brain and other organs. Symptoms vary, depending on where the tumors grow. They could include</p> <ul> <li>Skin problems, such as light patches and thickened skin</li> <li>Seizures</li> <li>Behavior problems</li> <li>Intellectual disabilities</li> <li>Kidney problems</li> </ul> <p>Some people have signs of tuberous sclerosis at birth. In others it can take time for the symptoms to develop. The disease can be mild, or it can cause severe disabilities. In rare cases, tumors in vital organs or other symptoms can be life-threatening.</p> <p>Tuberous sclerosis has no cure, but treatments can help symptoms. Options include medicines, educational and occupational therapy, surgery, or surgery to treat specific complications.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>",N,NULL
C0041341,A0491026,AT51223447,NULL,CSP,"autosomal dominant disease characterized principally by the presences of hamartomas of the brain, retina, and visera; clinical manifestations include mental retardation, seizures, and adenoma sebaceum of the face.",N,NULL
C0079822,A1001017,AT38145527,NULL,MSH,"Persons diagnosed as having significantly lower than average intelligence and considerable problems in adapting to everyday life or lacking independence in regard to activities of daily living.",N,NULL
C0162635,A16754480,AT198145647,NULL,NCI,"A genetic syndrome characterized by mental retardation, speech impairment, microcephaly, ataxia, and seizures. The majority of cases result from deletions on the long arm of chromosome 15. A minority of cases result from mutations in the UBE3A gene.",N,NULL
C0162635,A0291504,AT38135774,NULL,MSH,"A syndrome characterized by multiple abnormalities, MENTAL RETARDATION, and movement disorders. Present usually are skull and other abnormalities, frequent infantile spasms (SPASMS, INFANTILE); easily provoked and prolonged paroxysms of laughter (hence ""happy""); jerky puppetlike movements (hence ""puppet""); continuous tongue protrusion; motor retardation; ATAXIA; MUSCLE HYPOTONIA; and a peculiar facies. It is associated with maternal deletions of chromosome 15q11-13 and other genetic abnormalities. (From Am J Med Genet 1998 Dec 4;80(4):385-90; Hum Mol Genet 1999 Jan;8(1):129-35)",N,NULL
C0162635,A1306906,AT51221916,NULL,CSP,"autosomal recessive syndrome characterized by jerky puppetlike movements, frequent laughter, mental and motor retardation, peculiar open-mouthed faces, and seizures.",N,NULL
C0175702,A17695048,AT197999180,NULL,NCI,"A rare syndrome caused by multiple gene deletions from a region of chromosome 7, including the deletion of CLIP2, ELN, GTF2I, GTF2IRD1 and LIMK1 genes. It is characterized by distinctive facial appearance (elfin facies), mild-to-moderate mental retardation, cheerfulness, cardiovascular abnormalities and infantile hypercalcemia.",N,NULL
C0175702,A17695048,AT224183669,NULL,NCI_NICHD,"A syndrome caused by multiple gene deletions from a region of chromosome 7, including the deletion of CLIP2, ELN, GTF2I, GTF2IRD1, and LIMK1 genes, and characterized by distinctive facial appearance (elfin facies), mild-to-moderate developmental delay, cheerfulness, cardiovascular dysfunction which may include supravalvular aortic stenosis, and endocrine abnormalities, including precocious puberty, hypothyroidism, and infantile hypercalcemia/ hypercalciuria.",N,NULL
C0175702,A0591328,AT51224180,NULL,CSP,"syndrome of elfinlike facies, mental retardation, growth deficiency, cardiovascular anomalies, and idiopathic infantile hypercalcemia.",N,NULL
C0175702,A0591327,AT73485679,NULL,MSH,"A disorder caused by hemizygous microdeletion of about 28 genes on chromosome 7q11.23, including the ELASTIN gene. Clinical manifestations include SUPRAVALVULAR AORTIC STENOSIS; MENTAL RETARDATION; elfin facies; impaired visuospatial constructive abilities; and transient HYPERCALCEMIA in infancy. The condition affects both sexes, with onset at birth or in early infancy.",N,NULL
C0266526,A24380816,AT205732345,NULL,NCI,"A rare, X-linked recessive inherited syndrome caused by mutations in the NPD gene. It is characterized by developmental retinal abnormalities that result in blindness in male infants at birth or soon after birth. Additional manifestations include progressive hearing loss and developmental motor skills delays.",N,NULL
C0268128,A24671064,AT230523691,NULL,HPO,"An increased concentration of orotic acid in the urine. [HPO:gcarlotti]",N,NULL
C0268128,A1171566,AT51220386,NULL,CSP,"excess of orotic acid in the urine occurring in several metabolic disorders and also resulting from the administration of some drugs; one disorder is an autosomal recessive defect of pyrimidine metabolism due to deficiency of orate phosphoribosyltransferate or orotidine 5'-phosphatae decarboxylase.",N,NULL
C0270611,A10760242,AT220001831,NULL,NCI,"Trauma to the brain.",N,NULL
C0270611,A0475013,AT32352251,NULL,CSP,"damage inflicted to the brain; may be acute or chronic.",N,NULL
C0270611,A0032461,AT38154761,NULL,MSH,"Acute and chronic (see also BRAIN INJURIES, CHRONIC) injuries to the brain, including the cerebral hemispheres, CEREBELLUM, and BRAIN STEM. Clinical manifestations depend on the nature of injury. Diffuse trauma to the brain is frequently associated with DIFFUSE AXONAL INJURY or COMA, POST-TRAUMATIC. Localized injuries may be associated with NEUROBEHAVIORAL MANIFESTATIONS; HEMIPARESIS, or other focal neurologic deficits.",N,NULL
C0342127,A7627000,AT198017495,NULL,NCI,"Nodular enlargement of the thyroid gland associated with hyperthyroidism.",N,NULL
C0342127,A7627000,AT224193711,NULL,NCI_NICHD,"Goiter associated with excessive thyroid hormone secretion.",N,NULL
C0497327,A7569963,AT197956342,NULL,NCI_NCI-GLOSS,"A condition in which a person loses the ability to think, remember, learn, make decisions, and solve problems. Symptoms may also include personality changes and emotional problems. There are many causes of dementia, including Alzheimer disease, brain cancer, and brain injury. Dementia usually gets worse over time.",N,NULL
C0497327,A7569963,AT197956343,NULL,NCI,"Loss of intellectual abilities interfering with an individual's social and occupational functions. Causes include Alzheimer's disease, brain injuries, brain tumors, and vascular disorders.",N,NULL
C0497327,A24677397,AT206293518,NULL,HPO,"A loss of global cognitive ability of sufficient amount to interfere with normal social or occupational function. Dementia represents a loss of previously present cognitive abilities, generally in adults, and can affect memory, thinking, language, judgment, and behavior. [HPO:probinson]",N,NULL
C0497327,A21142972,AT220102987,NULL,MEDLINEPLUS,"<p>Dementia is the name for a group of symptoms caused by disorders that affect the brain. It is not a specific disease. People with dementia may not be able to think well enough to do normal activities, such as getting dressed or eating. They may lose their ability to solve problems or control their emotions. Their personalities may change. They may become agitated or see things that are not there. </p> <p>Memory loss is a common symptom of dementia. However, memory loss by itself does not mean you have dementia. People with dementia have serious problems with two or more brain functions, such as memory and language. Although dementia is common in very elderly people, it is not part of normal aging.</p> <p>Many different diseases can cause dementia, including <a href='https://medlineplus.gov/alzheimersdisease.html'>Alzheimer's disease</a> and <a href='https://medlineplus.gov/stroke.html'>stroke</a>. Drugs are available to treat some of these diseases. While these drugs cannot cure dementia or repair brain damage, they may improve symptoms or slow down the disease.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>",N,NULL
C0497327,A0046295,AT38142033,NULL,MSH,"An acquired organic mental disorder with loss of intellectual abilities of sufficient severity to interfere with social or occupational functioning. The dysfunction is multifaceted and involves memory, behavior, personality, judgment, attention, spatial relations, language, abstract thought, and other executive functions. The intellectual decline is usually progressive, and initially spares the level of consciousness.",N,NULL
C0596905,A1187558,AT51224122,NULL,CSP,"determination of a mental disorder (a broad class of abnormalities of thought, feeling, and behavior, resulting in distress or impairment) based on symptoms, medical history, risk factors, and clinical tests.",N,NULL
C0702169,A27333110,AT218142122,NULL,HPO,"Partial or complete absence of the flat bones of the cranial vault. The condition is frequently, though not always, associated with anencephaly. [] {name=""UToronto:chum""}",N,NULL
C0751434,A24379769,AT205722488,NULL,NCI,"A genetic disorder caused by a mutation in the gene that encodes the enzyme phenylalanine hydroxylase, resulting in a severe form of phenylketonuria.",N,NULL
C0796254,A26707396,AT213844482,NULL,NCI,"A rare, X-linked inherited syndrome characterized by mental retardation and additional features, which include choreoathetosis, hydrocephalus, Dandy-Walker malformation, seizures, and iron or calcium deposition in the brain.",N,NULL
C2919056,A7649261,AT198140883,NULL,NCI_KEGG,"Huntington disease (HD) is an autosomal-dominant neurodegenerative disorder that primarily affects medium spiny striatal neurons (MSN). HD is caused by a CAG repeat expansion in the IT15 gene, which results in a long stretch of polyglutamine close to the amino-terminus of the HD protein huntingtin (Htt). Mutant Htt (mHtt) has effects both in the cytoplasm and in the nucleus. In the cytoplasm, full-length mHtt can interfere with BDNF vesicular transport on microtubules. This mutant protein also may lead to abnormal endocytosis and secretion in neurons, because normal Htt form a complex with the proteins Hip1, clathrin and AP2 that are involved in endocytosis. In addition, mHtt affects Ca2+ signaling by sensitizing InsP3R1 to activation by InsP3, stimulating NR2B/NR1 NMDAR activity, and destabilizing mitochondrial Ca2+ handling. As a result, stimulation of glutamate receptors leads to supranormal Ca2+ responses in HD MSN and mitochondrial Ca2+ overload. The mHtt translocates to the nucleus, where it forms intranuclear inclusions, though they are not primarily responsible for toxicity. Nuclear toxicity is believed to be caused by interference with gene transcription, leading to loss of transcription of neuroprotective molecules such as BDNF. While mHtt binds to p53 and upregulates levels of nuclear p53 as well as p53 transcriptional activity. Augmented p53 mediates mitochondrial dysfunction.",N,NULL
C3714756,A20258097,AT205729214,NULL,NCI,"A broad category of disorders characterized by an impairment to the intelligence an individual possesses. These impairments can result from trauma, birth, or disease and are not restricted to any particular age group.",N,NULL
C3714756,A24668383,AT206301358,NULL,HPO,"Subnormal intellectual functioning which originates during the developmental period. Intellectual disability, previously referred to as mental retardation, has been defined as an IQ score below 70. [HPO:probinson]",N,NULL
C3714756,A19584914,AT208099232,NULL,MSH,"Subnormal intellectual functioning which originates during the developmental period. This has multiple potential etiologies, including genetic defects and perinatal insults. Intelligence quotient (IQ) scores are commonly used to determine whether an individual has an intellectual disability. IQ scores between 70 and 79 are in the borderline range. Scores below 67 are in the disabled range. (from Joynt, Clinical Neurology, 1992, Ch55, p28)",N,NULL
C0010339,A0043738,AT38141222,NULL,MSH,"A specific stage in animal and human development during which certain types of behavior normally are shaped and molded for life.",N,NULL
C1527148,A17692054,AT230069456,NULL,NCI,"The act of improving by expanding or enlarging or refining.",N,NULL
C0557874,A24675213,AT206296262,NULL,HPO,"A delay in the achievement of motor or mental milestones in the domains of development of a child, including motor skills, speech and language, cognitive skills, and social and emotional skills. This term should only be used to describe children younger than five years of age. [DDD:hvfirth, HPO:sdoelken]",N,NULL
C1854301,A24364401,AT205726114,NULL,NCI,"Failure to meet, or late achievement of motor development milestones.",N,NULL
C1854301,A24666099,AT206291020,NULL,HPO,"A type of Developmental delay characterized by a delay in acquiring motor skills. [HPO:probinson]",N,NULL
C1854301,A24364401,AT210373565,NULL,NCI_NICHD,"Failure to meet, or late achievement of motor development milestones.",N,NULL
C0424230,A24384707,AT205720674,NULL,NCI,"Abnormally slow physical movement.",N,NULL
C0424230,A24384707,AT210371654,NULL,NCI_NICHD,"Abnormally slow thought processes and physical movement.",N,NULL
C0033909,A7573257,AT224194661,NULL,NCI,"The study of behavior and cognition.",N,NULL
C0033909,A0107448,AT38141538,NULL,MSH,"The science dealing with the study of mental processes and behavior in man and animals.",N,NULL
C0033909,A0135258,AT51219722,NULL,CSP,"study of mental and behavioral phenomena in individuals and groups; human and nonhuman species are included.",N,NULL
C0031210,A0099727,AT38133782,NULL,MSH,"Growth of habitual patterns of behavior in childhood and adolescence.",N,NULL
C0679035,A17679521,AT197973501,NULL,NCI,"The evolution of an individual's problem solving skills, memory, language development, and ability to process information about their environment.",N,NULL
C0680083,A19023097,AT198036936,NULL,NCI,"A designation assigned to a particular period during a life cycle, generally defined by chronological parameters.",N,NULL
C1511810,A19025269,AT198139177,NULL,NCI,"The study of the psychological and behavioral changes that occur in an organism between birth and old age.",N,NULL
C1511810,A24126728,AT199357550,NULL,MSH,"Field of study concerned with age-related changes in BEHAVIOR that occur in human beings over the course of life, from birth to death. It includes all aspects of human growth, including emotional, intellectual, social, perceptual and personality development.",N,NULL
C1511810,A1187419,AT51222456,NULL,CSP,"branch of psychology concerned with the emotional, attitudinal, social, and intellectual changes in an individual between birth and death.",N,NULL
C0000924,A7568102,AT197992662,NULL,NCI,"An unforeseen and unplanned event or circumstance frequently causing loss or injury.",N,NULL
C0000924,A0018160,AT218055964,NULL,MSH,"Unexpected and unintentional events, typically resulting in damage or injury.",N,NULL
C0000924,A0472633,AT51218875,NULL,CSP,"unforeseen and unplanned event or circumstance frequently causing loss or injury.",N,NULL
C0155626,A7593880,AT198066678,NULL,NCI,"Necrosis of the myocardium, as a result of interruption of the blood supply to the area. It is characterized by a severe and rapid onset of symptoms that may include chest pain, often radiating to the left arm and left side of the neck, dyspnea, sweating, and palpitations.",N,NULL
C0027051,A7572328,AT198004439,NULL,NCI_FDA,"Gross necrosis of the myocardium, as a result of interruption of the blood supply to the area, as in coronary thrombosis.",N,NULL
C0027051,A7572328,AT198103015,NULL,NCI_CTCAE,"A disorder characterized by gross necrosis of the myocardium; this is due to an interruption of blood supply to the area.",N,NULL
C0027051,A7572328,AT198115335,NULL,NCI,"Gross necrosis of the myocardium, as a result of interruption of the blood supply to the area, as in coronary thrombosis.",N,NULL
