CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF
C0011860,A6954646,AT38154783,,MSH,A subclass of DIABETES MELLITUS that is not INSULIN-responsive or dependent (NIDDM). It is characterized initially by INSULIN RESISTANCE and HYPERINSULINEMIA; and eventually by GLUCOSE INTOLERANCE; HYPERGLYCEMIA; and overt diabetes. Type II diabetes mellitus is no longer considered a disease exclusively found in adults. Patients seldom develop KETOSIS but often exhibit OBESITY.,N,
C0011860,A0484862,AT51220383,,CSP,"subclass of diabetes mellitus that is not insulin responsive or dependent; characterized initially by insulin resistance and hyperinsulinemia and eventually by glucose intolerance, hyperglycemia, and overt diabetes; type II diabetes mellitus is no longer considered a disease exclusively found in adults; patients seldom develop ketosis but often exhibit obesity.",N,
C0011875,A7593071,AT220000536,,NCI,Vascular disorders resulting from diabetes mellitus.,N,
C0011875,A0477666,AT32351292,,CSP,vascular diseases that are associated with diabetes mellitus.,N,
C0011875,A0047914,AT38138479,,MSH,VASCULAR DISEASES that are associated with DIABETES MELLITUS.,N,
C0011878,A8322843,AT144247133,,HL7V3.0,<p>A diet that uses carbohydrates sparingly. Typically with a restriction in daily energy content (e.g. 1600-2000 kcal).</p>,N,
C0011878,A24835279,AT208145754,,MSH,"A course of food intake prescribed for patients, that limits the amount of foods with a high GLYCEMIC INDEX.",N,
C0011878,A21142979,AT220105142,,MEDLINEPLUS,"<p>If you have <a href='https://medlineplus.gov/diabetes.html'>diabetes</a>, your body cannot make or properly use insulin. This leads to high blood glucose, or <a href='https://medlineplus.gov/bloodsugar.html'>blood sugar</a>, levels. Healthy eating helps keep your blood sugar in your target range. It is a critical part of managing your diabetes, because controlling your blood sugar can prevent the <a href='https://medlineplus.gov/diabetescomplications.html'>complications of diabetes</a>. </p> <p>A registered dietitian can help make an eating plan just for you. It should take into account your weight, medicines, lifestyle, and other health problems you have.</p> <p>Healthy diabetic eating includes </p> <ul> <li>Limiting foods that are high in sugar </li> <li>Eating smaller portions, spread out over the day</li> <li>Being careful about when and how many carbohydrates you eat</li> <li>Eating a variety of whole-grain foods, fruits and vegetables every day</li> <li>Eating less fat</li> <li>Limiting your use of alcohol</li> <li>Using less salt</li> </ul> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",N,
C0011880,A0047924,AT127396609,,MSH,"A life-threatening complication of diabetes mellitus, primarily of TYPE 1 DIABETES MELLITUS with severe INSULIN deficiency and extreme HYPERGLYCEMIA. It is characterized by KETOSIS; DEHYDRATION; and depressed consciousness leading to COMA.",N,
C0011880,A18572281,AT130672822,,CHV,a serious complication of diabetes mellitus,N,
C0011880,A18572282,AT130672823,,CHV,a serious complication of diabetes mellitus,N,
C0011880,A18665259,AT130672824,,CHV,a serious complication of diabetes mellitus,N,
C0011880,A10760631,AT197956735,,NCI,"The metabolic condition resulted from uncontrolled diabetes mellitus, in which the shift of acid-base status of the body toward the acid side because of loss of base or retention of acids other than carbonic acid is accompanied by the accumulation of ketone bodies in body tissues and fluids.",N,
C0011880,A10760631,AT198092534,,NCI_FDA,A type of metabolic acidosis produced by accumulation of ketone bodies resulting from uncontrolled diabetes mellitus.,N,
C0011880,A24682170,AT206293771,,HPO,A type of diabetic metabolic abnormality with an accumulation of ketone bodies. [HPO:probinson],N,
C0011880,A10760631,AT224196614,,NCI_NICHD,"A metabolic derangement characterized by ketosis, acidosis, and often hyperglycemia, as a consequence of absolute or relative insulin deficiency.",N,
C0011880,A0477664,AT51220774,,CSP,complication of diabetes resulting from severe insulin deficiency coupled with an absolute or relative increase in glucagon concentration; metabolic acidosis is caused by the breakdown of adipose stores and resulting increased levels of free fatty acids; glucagon accelerates the oxidation of the free fatty acids producing excess ketone bodies (ketosis).,N,
C0011881,A17683370,AT197961641,,NCI,"Progressive kidney disorder caused by vascular damage to the glomerular capillaries, in patients with diabetes mellitus. It is usually manifested with nephritic syndrome and glomerulosclerosis.",N,
C0011881,A17683370,AT210368074,,NCI_NICHD,Nephropathy resulting from diabetes mellitus. It is usually associated with proteinuria and progressive glomerulosclerosis.,N,
C0011881,A21142980,AT220103725,,MEDLINEPLUS,"<p>If you have <a href='https://medlineplus.gov/diabetes.html'>diabetes</a>, your blood glucose, or <a href='https://medlineplus.gov/bloodsugar.html'>blood sugar</a>, levels are too high. Over time, this can damage your kidneys. Your kidneys clean your blood. If they are damaged, waste and fluids build up in your blood instead of leaving your body.</p> <p>Kidney damage from diabetes is called diabetic nephropathy. It begins long before you have symptoms. People with diabetes should get regular screenings for kidney disease. <a href='https://medlineplus.gov/kidneytests.html'>Tests</a> include a urine test to detect protein in your urine and a blood test to show how well your kidneys are working.</p> <p>If the damage continues, your kidneys could fail. In fact, diabetes is the most common cause of <a href='https://medlineplus.gov/kidneyfailure.html'>kidney failure</a> in the United States. People with kidney failure need either <a href='https://medlineplus.gov/dialysis.html'>dialysis</a> or a <a href='https://medlineplus.gov/kidneytransplantation.html'>kidney transplant</a>.</p> <p>You can slow down kidney damage or keep it from getting worse. Controlling your blood sugar and blood pressure, taking your medicines and not eating too much <a href='https://medlineplus.gov/dietaryproteins.html'>protein</a> can help.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",N,
C0011881,A0047933,AT43116003,,MSH,"KIDNEY injuries associated with diabetes mellitus and affecting KIDNEY GLOMERULUS; ARTERIOLES; KIDNEY TUBULES; and the interstitium. Clinical signs include persistent PROTEINURIA, from microalbuminuria progressing to ALBUMINURIA of greater than 300 mg/24 h, leading to reduced GLOMERULAR FILTRATION RATE and END-STAGE RENAL DISEASE.",N,
C0011881,A0477670,AT51222737,,CSP,kidney disease and resultant kidney function impairment due to the long standing effects of diabetes on the microvasculature (glomerulus) of the kidney; features include increased urine protein and declining kidney function.,N,
C0011882,A7576497,AT197979394,,NCI,"A chronic, pathological complication associated with diabetes mellitus, where nerve damages are incurred due to diabetic microvascular injury involving small blood vessels that supply these nerves, resulting in peripheral and/or autonomic nerve dysfunction.",N,
C0011882,A0047934,AT38142672,,MSH,"Peripheral, autonomic, and cranial nerve disorders that are associated with DIABETES MELLITUS. These conditions usually result from diabetic microvascular injury involving small blood vessels that supply nerves (VASA NERVORUM). Relatively common conditions which may be associated with diabetic neuropathy include third nerve palsy (see OCULOMOTOR NERVE DISEASES); MONONEUROPATHY; mononeuropathy multiplex; diabetic amyotrophy; a painful POLYNEUROPATHY; autonomic neuropathy; and thoracoabdominal neuropathy. (From Adams et al., Principles of Neurology, 6th ed, p1325)",N,
C0011882,A0477672,AT51221595,,CSP,common complication of diabetes mellitus in which nerves are damaged as a result of hyperglycemia (high blood sugar levels).,N,
C0011884,A7570024,AT198042202,,NCI,"A chronic, pathological complication associated with diabetes mellitus, where retinal damages are incurred due to microaneurysms in the vasculature of the retina, progressively leading to abnormal blood vessel growth, and swelling and leaking of fluid from blood vessels, resulting in vision loss or blindness.",N,
C0011884,A7570024,AT210373764,,NCI_NICHD,Disorder of the retina due to diabetes.,N,
C0011884,A0047936,AT43117497,,MSH,"Disease of the RETINA as a complication of DIABETES MELLITUS. It is characterized by the progressive microvascular complications, such as ANEURYSM, interretinal EDEMA, and intraocular PATHOLOGIC NEOVASCULARIZATION.",N,
C0011884,A0477676,AT51222675,,CSP,"retinal changes occurring in diabetes mellitus, marked by microaneurysms, exudates, and hemorrhages, and sometimes by neovascularization.",N,
C0012155,A0048522,AT141596115,,MSH,Regular course of eating and drinking adopted by a person or animal.,N,
C0012155,A7570054,AT198015594,,NCI_NCI-GLOSS,The things a person eats and drinks.,N,
C0012155,A7570054,AT198077144,,NCI,"The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.",N,
C0012155,A21142613,AT230152752,,MEDLINEPLUS,"<p>If you are overweight or have <a href='https://medlineplus.gov/obesity.html'>obesity</a>, <a href='https://medlineplus.gov/weightcontrol.html'>losing weight</a> can improve your health. It might also help you prevent weight-related diseases, such as heart disease, diabetes, arthritis and some cancers. A healthy diet is an important part of a weight-loss program. It</p> <ul> <li>May include fruits, vegetables, whole grains, and fat-free or low-fat milk and milk products</li> <li>May include lean meats, poultry, fish, beans, eggs and nuts</li> <li>Goes easy on saturated fats, trans fat, cholesterol, salt (sodium), and added sugars</li> </ul> <p>The key to losing weight is to burn more calories than you eat and drink. A diet can help you to do this through portion control. There are many different types of diets. Some, like the Mediterranean diet, describe a traditional way of eating from a specific region. Others, like the <a href='https://medlineplus.gov/dashdiet.html'>DASH diet</a>, were designed for people who have certain health problems. But they may also help you to lose weight. There are also fad or crash diets that severely restrict calories or the types of food you are allowed to eat. They may sound promising, but they rarely lead to permanent weight loss. They also may not provide all of the nutrients your body needs. </p> <p>In addition to a diet, adding <a href='https://medlineplus.gov/exerciseandphysicalfitness.html'>exercise</a> into your daily life can help you to lose weight.</p> <p >NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",N,
C0012155,A0477755,AT51223875,,CSP,usual food and drink consumed by an individual; for indexing what is medically prescribed to treat a condition use DIET THERAPY.,N,
C0012167,A0048545,AT115063389,,MSH,A diet designed to cause an individual to lose weight.,N,
C0012167,A8323509,AT144246483,,HL7V3.0,"<p>A diet that seeks to reduce body fat, typically low energy content (800-1600 kcal).</p>",N,
C0013404,A7570184,AT198004788,,NCI,An uncomfortable sensation of difficulty breathing. It may present as an acute or chronic sign of an underlying respiratory or heart disorder.,N,
C0013404,A7570184,AT198041951,,NCI_CTCAE,A disorder characterized by an uncomfortable sensation of difficulty breathing.,N,
C0013404,A7570184,AT198128048,,NCI_NCI-GLOSS,"Difficult, painful breathing or shortness of breath.",N,
C0013404,A7570184,AT205728937,,NCI_CDISC,"Includes dyspnea on exertion, dyspnea at rest, orthopnea, and paroxysmal nocturnal dyspnea.",N,
C0013404,A24673140,AT206288615,,HPO,Difficult or labored breathing. [HPO:probinson],N,
C0013404,A7570184,AT210375651,,NCI_NICHD,A sensation of discomfort with breathing.,N,
C0013404,A0052186,AT38145447,,MSH,Difficult or labored breathing.,N,
C0013404,A0478206,AT58741053,,CSP,"labored or difficult breathing associated with a variety of disorders, indicating inadequate ventilation or low blood oxygen or a subjective experience of breathing discomfort.",N,
C0013473,A19044756,AT197962217,,NCI,A broad group of psychological disorders with abnormal eating behaviors leading to physiological effects from overeating or insufficient food intake.,N,
C0013473,A21144563,AT203072963,,MEDLINEPLUS,"<p>Eating disorders are serious behavior problems. They can include severe overeating or not consuming enough food to stay healthy. They also involve extreme concern about your shape or weight.</p> <p>Types of eating disorders include</p> <ul> <li>Anorexia nervosa, in which you become too thin, but you don't eat enough because you think you are fat </li> <li>Bulimia nervosa, which involves periods of overeating followed by purging, sometimes through self-induced vomiting or using laxatives</li> <li>Binge-eating, which is out-of-control eating</li> </ul> <p>Women are more likely than men to have eating disorders. They usually start in the teenage years and often occur along with depression, anxiety disorders, and substance abuse.</p> <p>Eating disorders can lead to heart and kidney problems and even death. Getting help early is important. Treatment involves monitoring, talk therapy, nutritional counseling, and sometimes medicines. </p> <p >NIH: National Institute of Mental Health</p>",N,
C0013473,A0478236,AT51221364,,CSP,"group of disorders characterized by physiological and psychological disturbances in eating behavior, appetite or food intake.",N,
C0013604,A2654253,AT18955538,,UWDA,Pathological transudate within one or more tissues.,N,
C0013604,A7570209,AT197967365,,NCI_NCI-GLOSS,Swelling caused by excess fluid in body tissues.,N,
C0013604,A7570209,AT197979843,,NCI,Accumulation of an excessive amount of fluid in cells or intercellular tissues.,N,
C0013604,A24679729,AT206283155,,HPO,"An abnormal accumulation of fluid beneath the skin, or in one or more cavities of the body. [HPO:probinson]",N,
C0013604,A7570209,AT210367943,,NCI_NICHD,Accumulation of an excessive amount of fluid in cells or intercellular tissues.,N,
C0013604,A7570209,AT210376013,,NCI_CDISC,"Excessive amount of watery fluid in tissues or cavities, generally characterized microscopically as clear spaces separating tissue components.",N,
C0013604,A21143794,AT220105180,,MEDLINEPLUS,"<p>Edema means swelling caused by fluid in your body's tissues. It usually occurs in the feet, ankles and legs, but it can involve your entire body.</p> <p>Causes of edema include</p> <ul> <li>Eating too much salt</li> <li>Sunburn</li> <li><a href='https://medlineplus.gov/heartfailure.html'>Heart failure</a></li> <li><a href='https://medlineplus.gov/kidneydiseases.html'>Kidney disease</a></li> <li>Liver problems from <a href='https://medlineplus.gov/cirrhosis.html'>cirrhosis</a></li> <li>Pregnancy</li> <li>Problems with <a href='https://medlineplus.gov/lymphedema.html'>lymph nodes</a>, especially after <a href='https://medlineplus.gov/mastectomy.html'>mastectomy</a></li> <li>Some medicines</li> <li>Standing or walking a lot when the weather is warm</li> </ul> <p>To keep swelling down, your health care provider may recommend keeping your legs raised when sitting, wearing support stockings, limiting how much salt you eat, or taking a medicine called a diuretic - also called a water pill. </p>",N,
C0013604,A0478291,AT51221153,,CSP,swelling from excessive accumulation of serous fluid in tissue.,N,
C0013604,A0052723,AT53895856,,MSH,Abnormal fluid accumulation in TISSUES or body cavities. Most cases of edema are present under the SKIN in SUBCUTANEOUS TISSUE.,N,
C0013987,A10759739,AT198032457,,NCI,"That aspect of consciousness devoted to affect or feeling; a strong feeling, aroused mental state, or intense state of drive or unrest directed toward a definite object, with physiological, somatic, and behavioral components.",N,
C0013987,A0478406,AT32350535,,CSP,that aspect of consciousness devoted to affect or feeling.,N,
C0013987,A0053790,AT38136485,,MSH,Those affective states which can be experienced and have arousing and motivational properties.,N,
C0013990,A0053805,AT38150820,,MSH,A pathological accumulation of air in tissues or organs.,N,
C0014130,A24388420,AT198115657,,NCI,"A non-neoplastic or neoplastic disorder that affects the endocrine system. Representative examples of non-neoplastic disorders include diabetes mellitus, hyperthyroidism, and adrenal gland insufficiency. Representative examples of neoplastic disorders include carcinoid tumor, neuroendocrine carcinoma, and pheochromocytoma.",N,
C0014130,A21144979,AT220106618,,MEDLINEPLUS,"<p>Your endocrine system includes eight major glands throughout your body. These glands make <a href='https://medlineplus.gov/hormones.html'>hormones</a>. Hormones are chemical messengers. They travel through your bloodstream to tissues or organs. Hormones work slowly and affect body processes from head to toe. These include</p> <ul> <li>Growth and development</li> <li>Metabolism - digestion, elimination, breathing, blood circulation and maintaining body temperature </li> <li>Sexual function</li> <li>Reproduction</li> <li>Mood</li> </ul> <p>If your hormone levels are too high or too low, you may have a hormone disorder. Hormone diseases also occur if your body does not respond to hormones the way it is supposed to. Stress, infection and changes in your blood's <a href='https://medlineplus.gov/fluidandelectrolytebalance.html'>fluid and electrolyte balance</a> can also influence hormone levels.</p> <p>In the United States, the most common endocrine disease is <a href='https://medlineplus.gov/diabetes.html'>diabetes</a>. There are many others. They are usually treated by controlling how much hormone your body makes. Hormone supplements can help if the problem is too little of a hormone.</p>",N,
C0014130,A6967433,AT43117383,,MSH,"Pathological processes of the ENDOCRINE GLANDS, and diseases resulting from abnormal level of available HORMONES.",N,
C0014130,A0478460,AT51222569,,CSP,impairment of health or a condition of abnormal functioning of the system of glands that release their secretions (hormones) directly into the circulatory system.,N,
C0015544,A0057981,AT141596182,,MSH,A condition of substandard growth or diminished capacity to maintain normal function.,N,
C0015544,A23885787,AT198002211,,NCI,"A clinical finding indicating less than normal growth in an infant or child, or a state of global decline in an adult.",N,
C0016658,A7568107,AT198054234,,NCI_CTCAE,A finding of traumatic injury to the bone in which the continuity of the bone is broken.,N,
C0016658,A7568107,AT198103348,,NCI,A traumatic injury to the bone in which the continuity of the bone is broken.,N,
C0016658,A7568107,AT210375653,,NCI_NICHD,A traumatic injury to the bone in which the continuity of the bone is broken.,N,
C0016658,A21145407,AT220104517,,MEDLINEPLUS,"<p>A fracture is a break, usually in a bone. If the broken bone punctures the skin, it is called an open or compound fracture. Fractures commonly happen because of car accidents, <a href='https://medlineplus.gov/falls.html'>falls</a>, or <a href='https://medlineplus.gov/sportsinjuries.html'>sports injuries</a>. Other causes are <a href='https://medlineplus.gov/bonedensity.html'>low bone density</a> and <a href='https://medlineplus.gov/osteoporosis.html'>osteoporosis</a>, which cause weakening of the bones. Overuse can cause stress fractures, which are very small cracks in the bone.</p> <p> Symptoms of a fracture are</p> <ul> <li>Intense pain</li> <li>Deformity - the limb looks out of place</li> <li>Swelling, bruising, or tenderness around the injury</li> <li>Numbness and tingling</li> <li>Problems moving a limb</li> </ul> <p>You need to get medical care right away for any fracture. An x-ray can tell if your bone is broken. You may need to wear a cast or splint. Sometimes you need surgery to put in plates, pins or screws to keep the bone in place.</p>",N,
C0016658,A7568107,AT230070756,,NCI_CDISC,Localized disruption of bone or tooth structure resulting in partial or complete discontinuity. (INHAND),N,
C0016658,A0248509,AT51220406,,CSP,breaks or rupture in bones or cartilages.,N,
C0016658,A8411375,AT53894482,,MSH,Breaks in bones.,N,
C0017178,A24359525,AT197967343,,NCI,"A non-neoplastic or neoplastic disorder that affects the gastrointestinal tract, anus, liver, biliary system, and pancreas.",N,
C0017178,A0062231,AT38152808,,MSH,Diseases in any segment of the GASTROINTESTINAL TRACT from ESOPHAGUS to RECTUM.,N,
C0017178,A0479779,AT51223005,,CSP,disorder in any segment of the gastrointestinal tract from the mouth through the anus.,N,
C0017178,A1187551,AT51225364,,CSP,"determination of disorder(s) in any segment of the gastrointestinal tract from the esophagus to the rectum based on symptoms, medical history, risk factors, and clinical tests.",N,
C0017327,A7597675,AT220000274,,NCI,Atherosclerosis that is not localized.,N,
C0017628,A7570834,AT210376910,,NCI,"A sulfonamide urea derivative with antihyperglycemic activity that can potentially be used to decrease cerebral edema. Upon administration, glyburide binds to and blocks the sulfonylurea receptor type 1 (SUR1) subunit of the ATP-sensitive inwardly-rectifying potassium (K(ATP)) channels on the membranes of pancreatic beta cells. This prevents the inward current flow of positively charged potassium (K+) ions into the cell, and induces a calcium ion (Ca2+) influx through voltage-sensitive calcium channels, which triggers exocytosis of insulin-containing granules. In addition, glyburide also inhibits the SUR1-regulated nonselective cation (NC) Ca-ATP channel, melastatin 4 (transient receptor potential cation channel subfamily M member 4; (TRPM4)), thereby preventing capillary failure and brain swelling. SUR1-TRPM4 channels are formed by co-assembly of SUR1 with TRPM4 in neurons, astrocytes, and capillary endothelium during cerebral ischemia. Upon ischemia-induced ATP depletion, channels open which results in sodium influx, cytotoxic edema formation, capillary fragmentation and necrotic cell death. SUR1-TRPM4 is not expressed in normal, uninjured tissues.",N,
C0017628,A0064005,AT38147565,,MSH,An antidiabetic sulfonylurea derivative with actions similar to those of chlorpropamide.,N,
C0017628,A0480085,AT51225259,,CSP,N-4-beta-(2-methoxy-5-chlorobenzamido) -ethylbenzosulfonyl-N'- cyclohexylurea; hypoglycemic used against non-insulin dependent diabetes mellitus; thought to act by increasing insulin receptor expression in target tissues.,N,
C0018787,A0066374,AT18955258,,UWDA,"Organ with cavitated organ parts, which is connected to the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",N,
C0018787,A7570969,AT198040180,,NCI,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,N,
C0018787,A15475732,AT218910303,,FMA,"Organ with cavitated organ parts, which is continuous with the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",N,
C0018787,A7570969,AT224182774,,NCI_CDISC,A hollow muscular organ which receives the blood from the veins and pumps it into the arteries.,N,
C0018787,A0066368,AT38140577,,MSH,"The hollow, muscular organ that maintains the circulation of the blood.",N,
C0018787,A0480532,AT51224313,,CSP,"hollow, muscular organ that maintains the circulation of the blood.",N,
C0018799,A7599175,AT198078745,,NCI,"A non-neoplastic or neoplastic disorder that affects the heart and/or the pericardium. Representative examples include endocarditis, pericarditis, atrial myxoma, cardiac myeloid sarcoma, and pericardial malignant mesothelioma.",N,
C0018799,A21144612,AT220102420,,MEDLINEPLUS,"<p>If you're like most people, you think that heart disease is a problem for others. But heart disease is the number one killer in the U.S. It is also a major cause of disability. There are many different forms of heart disease. The most common cause of heart disease is narrowing or blockage of the coronary arteries, the blood vessels that supply blood to the heart itself. This is called <a href='https://medlineplus.gov/coronaryarterydisease.html'>coronary artery disease</a> and happens slowly over time. It's the major reason people have <a href='https://medlineplus.gov/heartattack.html'>heart attacks</a>.</p> <p> Other kinds of heart problems may happen to the <a href='https://medlineplus.gov/heartvalvediseases.html'>valves</a> in the heart, or the heart may not pump well and cause <a href='https://medlineplus.gov/heartfailure.html'>heart failure</a>. Some people are <a href='https://medlineplus.gov/congenitalheartdefects.html'>born</a> with heart disease.</p> <p>You can help reduce your risk of heart disease by taking steps to control factors that put you at greater risk:</p> <ul> <li> Control your <a href='https://medlineplus.gov/highbloodpressure.html'>blood pressure</a></li> <li> Lower your <a href='https://medlineplus.gov/cholesterol.html'>cholesterol</a></li> <li> Don't smoke</li> <li> Get enough exercise</li> </ul> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,
C0018799,A0319133,AT32350302,,CSP,impairment of health or a condition of abnormal functioning of the heart.,N,
C0018799,A0066404,AT73530132,,MSH,Pathological conditions involving the HEART including its structural and functional abnormalities.,N,
C0018800,A12797824,AT197995742,,NCI,Abnormal enlargement of the heart.,N,
C0018800,A24677571,AT206283281,,HPO,Increased size of the heart. [HPO:probinson],N,
C0018800,A1190444,AT51219052,,CSP,hypertrophy or enlargement of the heart.,N,
C0018800,A0035191,AT73541966,,MSH,"Enlargement of the HEART, usually indicated by a cardiothoracic ratio above 0.50. Heart enlargement may involve the right, the left, or both HEART VENTRICLES or HEART ATRIA. Cardiomegaly is a nonspecific symptom seen in patients with chronic systolic heart failure (HEART FAILURE) or several forms of CARDIOMYOPATHIES.",N,
C0018802,A7576455,AT197955081,,NCI,"Failure of the heart to pump a sufficient amount of blood to meet the needs of the body tissues, resulting in tissue congestion and edema. Signs and symptoms include shortness of breath, pitting edema, enlarged tender liver, engorged neck veins, and pulmonary rales.",N,
C0018802,A7576455,AT198115689,,NCI_NCI-GLOSS,Weakness of the heart muscle that leads to a buildup of fluid in body tissues.,N,
C0018802,A24673040,AT206283280,,HPO,The presence of an abnormality of cardiac function that is responsible for the failure of the heart to pump blood at a rate that is commensurate with the needs of the tissues or a state in which abnormally elevated filling pressures are required for the heart to do so. Heart failure is frequently related to a defect in myocardial contraction. [HPO:probinson],N,
C0018802,A0476632,AT51220864,,CSP,"complication of heart diseases; defective cardiac filling and/or impaired contraction and emptying, resulting in the heart's inability to pump a sufficient amount of blood to meet the needs of the body tissues or to be able to do so only with an elevated filling pressure.",N,
C0018802,A26601057,AT73506376,,MSH,"Heart failure accompanied by EDEMA, such as swelling of the legs and ankles and congestion in the lungs.",N,
C0018813,A7569340,AT219996698,,NCI,Tearing of the heart muscle.,N,
C0018813,A0066435,AT73530146,,MSH,"Disease-related laceration or tearing of tissues of the heart, including the free-wall MYOCARDIUM; HEART SEPTUM; PAPILLARY MUSCLES; CHORDAE TENDINEAE; and any of the HEART VALVES. Pathological rupture usually results from myocardial infarction (HEART RUPTURE, POST-INFARCTION).",N,
C0018814,A7615249,AT220002880,,NCI,Tearing of the heart muscle as a sequela of acute myocardial infarction.,N,
C0018814,A0066437,AT73482694,,MSH,Laceration or tearing of cardiac tissues appearing after MYOCARDIAL INFARCTION.,N,
C0018821,A21144616,AT220107412,,MEDLINEPLUS,"<p>Heart surgery can correct problems with the heart if other treatments haven't worked or can't be used. The most common type of heart surgery for adults is <a href='https://medlineplus.gov/coronaryarterybypasssurgery.html'>coronary artery bypass grafting</a> (CABG). During CABG, a healthy artery or vein from the body is connected, or grafted, to a blocked coronary (heart) artery.</p> <p>Doctors also use heart surgery to</p> <ul> <li>Repair or replace <a href='https://medlineplus.gov/heartvalvediseases.html'>heart valves</a>, which control blood flow through the heart</li> <li>Repair abnormal or damaged structures in the heart</li> <li>Implant medical <a href='https://medlineplus.gov/pacemakersandimplantabledefibrillators.html'>devices</a> that help control the heartbeat or support heart function and blood flow</li> <li><a href='https://medlineplus.gov/hearttransplantation.html'>Replace</a> a damaged heart with a healthy heart from a donor</li> <li>Treat <a href='https://medlineplus.gov/heartfailure.html'>heart failure</a> and <a href='https://medlineplus.gov/coronaryarterydisease.html'>coronary heart disease</a></li> <li> Control <a href='https://medlineplus.gov/arrhythmia.html'>abnormal heart rhythms</a></li> </ul> <p>Heart surgery has risks, even though its results often are excellent. Risks include bleeding, infection, irregular heartbeats, and stroke. The risk is higher if you are older or a woman. The risk is also higher if you have other diseases or conditions, such as diabetes, kidney disease, lung disease, or peripheral arterial disease.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,
C0018821,A0891252,AT38147789,,MSH,Surgery performed on the heart.,N,
C0018821,A0480556,AT51218779,,CSP,"procedures performed on the heart, used in the treatment of disease, injuries, or deformities.",N,
C0018946,A10765473,AT198080466,,NCI_FDA,Cerebral hemorrhage into the subdural space. See also Stroke Syndrome.,N,
C0018946,A10765473,AT205721569,,NCI,"Bleeding between the dura mater and the brain, usually secondary to a tear of the bridging vein.",N,
C0018946,A24380865,AT205726028,,NCI,A collection of blood between the dura mater and the brain.,N,
C0018946,A24683879,AT206303463,,HPO,Hemorrhage occurring between the dura mater and the arachnoid mater. [HPO:sdoelken],N,
C0018946,A24380865,AT210363981,,NCI_NICHD,A collection of blood into the space between the dura mater and the brain.,N,
C0018946,A0066805,AT73553871,,MSH,"Accumulation of blood in the SUBDURAL SPACE between the DURA MATER and the arachnoidal layer of the MENINGES. This condition primarily occurs over the surface of a CEREBRAL HEMISPHERE, but may develop in the spinal canal (HEMATOMA, SUBDURAL, SPINAL). Subdural hematoma can be classified as the acute or the chronic form, with immediate or delayed symptom onset, respectively. Symptoms may include loss of consciousness, severe HEADACHE, and deteriorating mental status.",N,
C0019080,A7571016,AT198016766,,NCI_NCI-GLOSS,"In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.",N,
C0019080,A7571016,AT198139935,,NCI,The flow of blood from a ruptured blood vessel.,N,
C0019080,A7571016,AT210369856,,NCI_NICHD,Loss of blood.,N,
C0019080,A7571016,AT210370254,,NCI_CDISC,The presence of extravascular erythrocytes.,N,
C0019080,A21145305,AT230154323,,MEDLINEPLUS,"<p>Bleeding is the loss of <a href='https://medlineplus.gov/blood.html'>blood</a>. It can happen outside or inside the body. You may bleed when you get a cut or other <a href='https://medlineplus.gov/woundsandinjuries.html'>wound</a>. Bleeding can also be due to an injury to internal organs.</p> <p>Sometimes bleeding can cause other problems. A <a href='https://medlineplus.gov/bruises.html'>bruise</a> is bleeding under the skin. Some <a href='https://medlineplus.gov/hemorrhagicstroke.html'>strokes</a> are caused by bleeding in the brain. Other bleeding, such as <a href='https://medlineplus.gov/gastrointestinalbleeding.html'>gastrointestinal bleeding</a>, coughing up blood, or <a href='https://medlineplus.gov/vaginalbleeding.html'>vaginal bleeding</a>, can be a symptom of a disease.</p> <p>Normally, when you bleed, your blood forms clots to stop the bleeding. Severe bleeding may require <a href='https://medlineplus.gov/firstaid.html'>first aid</a> or a trip to the <a href='https://medlineplus.gov/emergencymedicalservices.html'>emergency room</a>. If you have a <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding disorder</a>, your blood does not form clots normally.</p>",N,
C0019080,A0067245,AT38142424,,MSH,Bleeding or escape of blood from a vessel.,N,
C0019080,A0480733,AT51219895,,CSP,escape of blood from the vessels; bleeding.,N,
