CUI,AUI,ATUI,SATUI,SAB,DEF,SUPPRESS,CVF
C0229671,A7577195,AT198101617,NULL,NCI,"The clear portion of the blood that remains after the removal of the blood cells and the clotting proteins.",N,NULL
C0229671,A7577195,AT198138629,NULL,NCI_NCI-GLOSS,"The clear liquid part of the blood that remains after blood cells and clotting proteins have been removed.",N,NULL
C0229671,A27041867,AT218910289,NULL,FMA,"Body substance derived from plasma by the elimination of fibrinogen. Portion of body fluid solution which has as its parts serum fluid and serum protein.",N,NULL
C0229671,A2783447,AT38143370,NULL,MSH,"The clear portion of BLOOD that is left after BLOOD COAGULATION to remove BLOOD CELLS and clotting proteins.",N,NULL
C0229671,A1203214,AT51222812,NULL,CSP,"clear liquid that separates from blood on clotting; blood plasma from which fibrinogen has been removed in the process of clotting.",N,NULL
C0005768,A3879709,AT38140372,NULL,MSH,"Used for the presence or analysis of substances in the blood; also for examination of, or changes in, the blood in disease states. It excludes serodiagnosis, for which the subheading ""diagnosis"" is used, and serology, for which ""immunology"" is used.",N,NULL
C0005770,A8321885,AT144247788,NULL,HL7V3.0,"<p>An institution (organization or distinct part thereof) that performs, or is responsible for the performance of, the collection, processing, storage and/or issuance of human blood and blood components, intended for transfusion. The institution may also collect, process, and/or distribute human tissue, including bone marrow and peripheral blood progenitor cells, intended for transplantation.</p>",N,NULL
C0005770,A10760224,AT197982106,NULL,NCI,"An establishment that collects, tests, processes, and stores blood and its components intended for transfusion or for further manufacture into products used for biological therapies.",N,NULL
C0005770,A0031509,AT218001080,NULL,MSH,"Centers for collecting, characterizing and storing blood or plasma.",N,NULL
C0005770,A0474854,AT32352257,NULL,CSP,"centers for collecting, characterizing, preserving and storing human blood.",N,NULL
C0005774,A0031519,AT208122261,NULL,MSH,"An examination of chemicals in the blood.",N,NULL
C0005774,A0248501,AT51225384,NULL,CSP,"chemical analysis of specific components of blood.",N,NULL
C0005790,A0031563,AT38153437,NULL,MSH,"Laboratory tests for evaluating the individual's clotting mechanism.",N,NULL
C0005790,A0474870,AT51221985,NULL,CSP,"laboratory tests for evaluating the individual's blood clotting mechanisms.",N,NULL
C0005810,A16765961,AT198035063,NULL,NCI,"A classification of blood based on the presence or absence of inherited antigenic substances on the surface of erythrocytes.",N,NULL
C0005810,A7756722,AT38133145,NULL,MSH,"The classification systems (or schemes) based on the different ANTIGENS located on ERYTHROCYTES.",N,NULL
C0005810,A0474874,AT51221031,NULL,CSP,"classification systems (or schemes) of the different antigens located on erythrocytes; the antigens are the phenotypic expression of the genetic differences characteristic of specific blood groups.",N,NULL
C0005841,A7569162,AT198015591,NULL,NCI_NCI-GLOSS,"The infusion of components of blood or whole blood into the bloodstream. The blood may be donated from another person, or it may have been taken from the person earlier and stored until needed.",N,NULL
C0005841,A7569162,AT198064806,NULL,NCI,"The injection of whole blood or a blood component directly into the bloodstream.",N,NULL
C0005841,A0031680,AT38138364,NULL,MSH,"The introduction of whole blood or blood component directly into the blood stream. (Dorland, 27th ed)",N,NULL
C0005841,A0474888,AT51223892,NULL,CSP,"introduction of whole blood or blood component directly into the blood stream.",N,NULL
C0005850,A28596776,AT230068735,NULL,NCI,"The total volume of blood in the circulatory system of an individual.",N,NULL
C0005850,A0031700,AT38150477,NULL,MSH,"Volume of circulating BLOOD. It is the sum of the PLASMA VOLUME and ERYTHROCYTE VOLUME.",N,NULL
C0005850,A0474901,AT51221909,NULL,CSP,"volume of circulating blood, the sum of the plasma volume and erythrocyte volume.",N,NULL
C0005857,A0031739,AT38151318,NULL,MSH,"Puncture of a vein to draw blood for therapeutic purposes. Bloodletting therapy has been used in Talmudic and Indian medicine since the medieval time, and was still practiced widely in the 18th and 19th centuries. Its modern counterpart is PHLEBOTOMY.",N,NULL
C0005953,A7569177,AT197965421,NULL,NCI_NCI-GLOSS,"The soft, sponge-like tissue in the center of most bones. It produces white blood cells, red blood cells, and platelets.",N,NULL
C0005953,A7569177,AT197990551,NULL,NCI,"The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.",N,NULL
C0005953,A7569177,AT224196138,NULL,NCI_CDISC,"The tissue occupying the spaces of some bones. It consists of blood vessel sinuses and a network of hematopoietic cells.",N,NULL
C0005953,A0032003,AT38149246,NULL,MSH,"The soft tissue filling the cavities of bones. Bone marrow exists in two types, yellow and red. Yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells. Red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes. Bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells.",N,NULL
C0005953,A0474941,AT51219796,NULL,CSP,"soft tissue filling the cavities of bones; exists in two types, yellow and red; yellow marrow is found in the large cavities of large bones and consists mostly of fat cells and a few primitive blood cells; red marrow is a hematopoietic tissue and is the site of production of erythrocytes and granular leukocytes; bone marrow is made up of a framework of connective tissue containing branching fibers with the frame being filled with marrow cells.",N,NULL
C0005956,A0032008,AT218001091,NULL,MSH,"Diseases involving the BONE MARROW.",N,NULL
C0005956,A7631688,AT220001357,NULL,NCI,"Any disease of the bone marrow.",N,NULL
C0005956,A21144490,AT220105763,NULL,MEDLINEPLUS,"<p>Bone marrow is the spongy tissue inside some of your bones, such as your hip and thigh bones. It contains <a href='https://medlineplus.gov/stemcells.html'>stem cells</a>. The stem cells can develop into the red blood cells that carry oxygen through your body, the white blood cells that fight infections, and the platelets that help with blood clotting.</p> <p>With bone marrow disease, there are problems with the stem cells or how they develop:</p> <ul> <li>In <a href='https://medlineplus.gov/leukemia.html'>leukemia</a>, a cancer of the blood, the bone marrow makes abnormal white blood cells</li> <li>In <a href='https://medlineplus.gov/aplasticanemia.html'>aplastic anemia</a>, the bone marrow doesn't make red blood cells</li> <li>In myeloproliferative disorders, the bone marrow makes too many white blood cells</li> <li>Other diseases, such as <a href='https://medlineplus.gov/lymphoma.html'>lymphoma</a>, can spread into the bone marrow and affect the production of blood cells</li> </ul> <p>Causes of bone marrow diseases include genetics and environmental factors. Tests for bone marrow diseases include <a href='https://medlineplus.gov/bloodcounttests.html'>blood</a> and bone marrow tests. Treatments depend on the disorder and how severe it is. They might involve medicines, <a href='https://medlineplus.gov/bloodtransfusionanddonation.html'>blood transfusions</a> or a <a href='https://medlineplus.gov/bonemarrowtransplantation.html'>bone marrow transplant</a>.</p>",N,NULL
C0005956,A0248511,AT51223991,NULL,CSP,"condition in which there is a deviation from or interruption of the normal structure or function of the bone marrow.",N,NULL
C0007226,A7569343,AT197965447,NULL,NCI_NCI-GLOSS,"The system that contains the heart and the blood vessels and moves blood throughout the body. This system helps tissues get enough oxygen and nutrients, and it helps them get rid of waste products. The lymph system, which connects with the blood system, is often considered part of the circulatory system.",N,NULL
C0007226,A7569343,AT198113813,NULL,NCI,"Relating to the heart and the blood vessels or the circulation.",N,NULL
C0007226,A7569343,AT219998605,NULL,NCI_CDISC,"A collection of organs including the heart and the blood vessels.",N,NULL
C0007226,A15459513,AT228982586,NULL,FMA,"Organ system which consists of heart, systemic and pulmonary arterial and trees, and lymphatic and portal venous trees and body substance contained within.",N,NULL
C0007226,A0035256,AT38135343,NULL,MSH,"The HEART and the BLOOD VESSELS by which BLOOD is pumped and circulated through the body.",N,NULL
C0007226,A0475477,AT51222905,NULL,CSP,"bodily system consisting of the heart, blood vessels, and blood that circulates blood throughout the body, delivers nutrients and other essential materials to cells, and removes waste products.",N,NULL
C0009555,A7569154,AT197954730,NULL,NCI,"The determination of the number of red blood cells, white blood cells, and platelets in a blood sample.",N,NULL
C0009555,A7569154,AT197992071,NULL,NCI_NCI-GLOSS,"A test to check the number of red blood cells, white blood cells, and platelets in a sample of blood.",N,NULL
C0009555,A27392718,AT220104998,NULL,MEDLINEPLUS,"<p>Your <a href='https://medlineplus.gov/blood.html'>blood</a> contains red blood cells (RBC), white blood cells (WBC), and platelets. Blood count tests measure the number and types of cells in your blood. This helps doctors check on your overall health. The tests can also help to diagnose diseases and conditions such as <a href='https://medlineplus.gov/anemia.html'>anemia</a>, infections, clotting problems, blood cancers, and <a href='https://medlineplus.gov/immunesystemanddisorders.html'>immune system disorders</a>.</p> <p>Specific types include tests for</p> <ul> <li>RBC - the numbers, size, and types of RBC in the blood</li> <li>WBC - the numbers and types of WBC in the blood</li> <li>Platelets - the numbers and size of the platelets</li> <li>Hemoglobin - an iron-rich protein in red blood cells that carries oxygen</li> <li>Hematocrit - how much space red blood cells take up in your blood</li> <li>Reticulocyte count - how many young red blood cells are in your blood</li> <li>Mean corpuscular volume (MCV) - the average size of your red blood cells</li> </ul> <p>The complete blood count (CBC) includes most or all of these. The CBC is one of the most common blood tests.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",N,NULL
C0014772,A10760825,AT198056393,NULL,NCI,"The determination of the number of erythrocytes in a blood sample.",N,NULL
C0014772,A10760825,AT198105590,NULL,NCI_CDISC,"A measurement of the total erythrocytes in a biological specimen.",N,NULL
C0014772,A0055838,AT38151632,NULL,MSH,"The number of RED BLOOD CELLS per unit volume in a sample of venous BLOOD.",N,NULL
C0014772,A0478749,AT51222944,NULL,CSP,"number of red blood cells per unit volume in a sample of venous blood.",N,NULL
C0015236,A0057005,AT38133190,NULL,MSH,"Repetitive withdrawal of small amounts of blood and replacement with donor blood until a large proportion of the blood volume has been exchanged. Used in treatment of fetal erythroblastosis, hepatic coma, sickle cell anemia, disseminated intravascular coagulation, septicemia, burns, thrombotic thrombopenic purpura, and fulminant malaria.",N,NULL
C0016756,A0061081,AT38141435,NULL,MSH,"An autosomal recessive fructose metabolism disorder due to absent or deficient fructose-1,6-diphosphatase activity. Gluconeogenesis is impaired, resulting in accumulation of gluconeogenic precursors (e.g., amino acids, lactate, ketones) and manifested as hypoglycemia, ketosis, and lactic acidosis. Episodes in the newborn infant are often lethal. Later episodes are often brought on by fasting and febrile infections. As patients age through early childhood, tolerance to fasting improves and development becomes normal.",N,NULL
C0018787,A0066374,AT18955258,NULL,UWDA,"Organ with cavitated organ parts, which is connected to the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",N,NULL
C0018787,A7570969,AT198040180,NULL,NCI,"A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).",N,NULL
C0018787,A15475732,AT218910303,NULL,FMA,"Organ with cavitated organ parts, which is continuous with the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",N,NULL
C0018787,A7570969,AT224182774,NULL,NCI_CDISC,"A hollow muscular organ which receives the blood from the veins and pumps it into the arteries.",N,NULL
C0018787,A0066368,AT38140577,NULL,MSH,"The hollow, muscular organ that maintains the circulation of the blood.",N,NULL
C0018787,A0480532,AT51224313,NULL,CSP,"hollow, muscular organ that maintains the circulation of the blood.",N,NULL
C0018926,A7570991,AT198030056,NULL,NCI,"Vomiting blood.",N,NULL
C0018926,A24679975,AT206285992,NULL,HPO,"The vomiting of blood. [HPO:probinson]",N,NULL
C0018926,A0066730,AT38133407,NULL,MSH,"Vomiting of blood that is either fresh bright red, or older ""coffee-ground"" in character. It generally indicates bleeding of the UPPER GASTROINTESTINAL TRACT.",N,NULL
C0018939,A7648784,AT197979308,NULL,NCI,"A neoplastic or non-neoplastic disorder that affects the production and proliferation of the hematopoietic cells including lymphoid cells, the synthesis of hemoglobin, and/or the mechanisms of coagulation.",N,NULL
C0018939,A21143319,AT220105747,NULL,MEDLINEPLUS,"<p>Your <a href='https://medlineplus.gov/blood.html'>blood</a> is living tissue made up of liquid and solids. The liquid part, called plasma, is made of water, salts and protein. Over half of your blood is plasma. The solid part of your blood contains red blood cells, white blood cells and platelets.</p> <p>Blood disorders affect one or more parts of the blood and prevent your blood from doing its job. They can be acute or chronic. Many blood disorders are inherited. Other causes include other diseases, side effects of medicines, and a lack of certain nutrients in your diet.</p> <p>Types of blood disorders include</p> <ul> <li><a href='https://medlineplus.gov/plateletdisorders.html'>Platelet disorders</a>, <a href='https://medlineplus.gov/bloodclots.html'>excessive clotting</a>, and <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding problems</a>, which affect how your blood clots</li> <li><a href='https://medlineplus.gov/anemia.html'>Anemia</a>, which happens when your blood does not carry enough oxygen to the rest of your body</li> <li>Cancers of the blood, such as <a href='https://medlineplus.gov/leukemia.html'>leukemia</a> and <a href='https://medlineplus.gov/multiplemyeloma.html'>myeloma</a></li> <li><a href='https://medlineplus.gov/eosinophilicdisorders.html'>Eosinophilic disorders</a>, which are problems with one type of white blood cell.</li> </ul>",N,NULL
C0018939,A0066778,AT38141774,NULL,MSH,"Disorders of the blood and blood forming tissues.",N,NULL
C0018939,A1179210,AT51223520,NULL,CSP,"determination of a blood disorder based on symptoms, medical history, risk factors, and clinical tests.",N,NULL
C0018939,A0318484,AT51225544,NULL,CSP,"condition in which there is a deviation from or interruption of the normal structure or function of the blood and blood forming tissues.",N,NULL
C0018941,A15557586,AT197993898,NULL,NCI,"A laboratory test to measure hematopoietic components and investigate hematologic disorders in a blood sample.",N,NULL
C0018941,A0474885,AT32349835,NULL,CSP,"tests used in the analysis of the hemic system.",N,NULL
C0018941,A0066784,AT38135988,NULL,MSH,"Tests used in the analysis of the hemic system.",N,NULL
C0018943,A7570992,AT198064958,NULL,NCI,"The branch of medicine that deals with the blood and blood-forming organs and the diseases thereof.",N,NULL
C0018943,A0066794,AT38146116,NULL,MSH,"A subspecialty of internal medicine concerned with morphology, physiology, and pathology of the blood and blood-forming tissues.",N,NULL
C0018943,A0480622,AT51221101,NULL,CSP,"subspecialty of internal medicine concerned with morphology, physiology, and pathology of the blood and blood-forming tissues; for thorough searching, see all RTs and similar alpha strings.",N,NULL
C0018951,A11591022,AT148903043,NULL,GO,"The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates. [GOC:dgh, ISBN:0198506732]",N,NULL
C0018951,A19020918,AT197978346,NULL,NCI_NCI-GLOSS,"The formation of new blood cells.",N,NULL
C0018951,A19020918,AT198077266,NULL,NCI,"A process of blood formation and more specifically formation of blood cells that are all derived from hematopoietic stem cells.",N,NULL
C0018951,A0480626,AT32352534,NULL,CSP,"formation and development of blood cells.",N,NULL
C0018951,A0066820,AT38134442,NULL,MSH,"The development and formation of various types of BLOOD CELLS. Hematopoiesis can take place in the BONE MARROW (medullary) or outside the bone marrow (HEMATOPOIESIS, EXTRAMEDULLARY).",N,NULL
C0019080,A7571016,AT198016766,NULL,NCI_NCI-GLOSS,"In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.",N,NULL
C0019080,A7571016,AT198139935,NULL,NCI,"The flow of blood from a ruptured blood vessel.",N,NULL
C0019080,A7571016,AT210369856,NULL,NCI_NICHD,"Loss of blood.",N,NULL
C0019080,A7571016,AT210370254,NULL,NCI_CDISC,"The presence of extravascular erythrocytes.",N,NULL
C0019080,A21145305,AT230154323,NULL,MEDLINEPLUS,"<p>Bleeding is the loss of <a href='https://medlineplus.gov/blood.html'>blood</a>. It can happen outside or inside the body. You may bleed when you get a cut or other <a href='https://medlineplus.gov/woundsandinjuries.html'>wound</a>. Bleeding can also be due to an injury to internal organs.</p> <p>Sometimes bleeding can cause other problems. A <a href='https://medlineplus.gov/bruises.html'>bruise</a> is bleeding under the skin. Some <a href='https://medlineplus.gov/hemorrhagicstroke.html'>strokes</a> are caused by bleeding in the brain. Other bleeding, such as <a href='https://medlineplus.gov/gastrointestinalbleeding.html'>gastrointestinal bleeding</a>, coughing up blood, or <a href='https://medlineplus.gov/vaginalbleeding.html'>vaginal bleeding</a>, can be a symptom of a disease.</p> <p>Normally, when you bleed, your blood forms clots to stop the bleeding. Severe bleeding may require <a href='https://medlineplus.gov/firstaid.html'>first aid</a> or a trip to the <a href='https://medlineplus.gov/emergencymedicalservices.html'>emergency room</a>. If you have a <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding disorder</a>, your blood does not form clots normally.</p>",N,NULL
C0019080,A0067245,AT38142424,NULL,MSH,"Bleeding or escape of blood from a vessel.",N,NULL
C0019080,A0480733,AT51219895,NULL,CSP,"escape of blood from the vessels; bleeding.",N,NULL
C0022546,A0076896,AT38138110,NULL,MSH,"Multiple erythrocytic antigens that comprise at least three pairs of alternates and amorphs, determined by one complex gene or possibly several genes at closely linked loci. The system is important in transfusion reactions. Its expression involves the X-chromosome.",N,NULL
C0023117,A8317264,AT144247412,NULL,HL7V3.0,"<p>Agglutination, Latex</p>",N,NULL
C0023117,A0078405,AT38151772,NULL,MSH,"Passive agglutination tests in which antigen is adsorbed onto latex particles which then clump in the presence of antibody specific for the adsorbed antigen. (From Stedman, 26th ed)",N,NULL
C0023508,A10761370,AT198031930,NULL,NCI_CDISC,"A measurement of the leukocytes in a biological specimen.",N,NULL
C0023508,A10761370,AT198117864,NULL,NCI,"A test to determine the number of leukocytes in a sample of blood.",N,NULL
C0023508,A0079569,AT38146415,NULL,MSH,"The number of WHITE BLOOD CELLS per unit volume in venous BLOOD. A differential leukocyte count measures the relative numbers of the different types of white cells.",N,NULL
C0023508,A0482727,AT51219618,NULL,CSP,"number of white blood cells per unit volume in venous blood.",N,NULL
C0025222,A17695590,AT198036597,NULL,NCI,"Abnormally dark tarry feces containing blood, usually from gastrointestinal bleeding.",N,NULL
C0025222,A24666286,AT206288655,NULL,HPO,"The passage of blackish, tarry feces associated with gastrointestinal hemorrhage. Melena occurs if the blood remains in the colon long enough for it to be broken down by colonic bacteria. One degradation product, hematin, imbues the stool with a blackish color. Thus, melena generally occurs with bleeding from the upper gastrointestinal tract (e.g., sotmach ulcers or duodenal ulcers), since the blood usually remains in the gut for a longer period of time than with lower gastrointestinal bleeding. [HPO:probinson]",N,NULL
C0025222,A17695590,AT210377664,NULL,NCI_NICHD,"Abnormally dark tarry feces containing blood, usually due to gastrointestinal bleeding.",N,NULL
C0025222,A0084470,AT38153420,NULL,MSH,"The black, tarry, foul-smelling FECES that contain degraded blood.",N,NULL
C0026327,A0087252,AT38139451,NULL,MSH,"A system of universal human blood group isoantigens with many associated subgroups. The M and N traits are codominant and the S and s traits are probably very closely linked alleles, including the U antigen. This system is most frequently used in paternity studies.",N,NULL
C0028792,A0094064,AT38148827,NULL,MSH,"Chemical, spectroscopic, or microscopic detection of extremely small amounts of blood.",N,NULL
C0032181,A10762013,AT198080923,NULL,NCI,"The determination of the number of platelets in a blood sample, usually expressed as platelets per cubic millimeter (cmm) of whole blood.",N,NULL
C0032181,A10762013,AT198093048,NULL,NCI_CDISC,"A measurement of the platelets (non-nucleated thrombocytes) in a biological specimen.",N,NULL
C0032181,A0102339,AT38144063,NULL,MSH,"The number of PLATELETS per unit volume in a sample of venous BLOOD.",N,NULL
C0036690,A7573624,AT197980034,NULL,NCI_CTCAE,"A disorder characterized by the presence of pathogenic microorganisms in the blood stream that cause a rapidly progressing systemic reaction that may lead to shock.",N,NULL
C0036690,A7573624,AT198128220,NULL,NCI_NCI-GLOSS,"Disease caused by the spread of bacteria and their toxins in the bloodstream.",N,NULL
C0036690,A7573624,AT198140541,NULL,NCI,"The presence of pathogenic microorganisms in the blood stream causing a rapidly progressing systemic reaction that may lead to shock. Symptoms include fever, chills, tachycardia, and increased respiratory rate. It is a medical emergency that requires urgent medical attention.",N,NULL
C0036690,A24672613,AT206298437,NULL,HPO,"Systemic inflammatory response to infection. [HPO:probinson]",N,NULL
C0036690,A7573624,AT210371836,NULL,NCI_NICHD,"A systemic inflammatory response to an infection.",N,NULL
C0036690,A0488978,AT51221131,NULL,CSP,"systemic disease associated with presence and persistance of pathogenic microorganisms or their toxins in the blood.",N,NULL
C0036690,A26604825,AT64677226,NULL,MSH,"Systemic disease associated with the presence of pathogenic microorganisms or their toxins in the blood.",N,NULL
C0085430,A0031567,AT38151800,NULL,MSH,"The transfer of blood components such as erythrocytes, leukocytes, platelets, and plasma from a donor to a recipient or back to the donor. This process differs from the procedures undertaken in PLASMAPHERESIS and types of CYTAPHERESIS; (PLATELETPHERESIS and LEUKAPHERESIS) where, following the removal of plasma or the specific cell components, the remainder is transfused back to the donor.",N,NULL
C0150411,A15560838,AT197971919,NULL,NCI,"Measures the acidity (pH) and the levels of oxygen, carbon dioxide, and bicarbonate in the blood.",N,NULL
C0162649,A0291563,AT38144419,NULL,MSH,"The injection of autologous blood into the epidural space either as a prophylactic treatment immediately following an epidural puncture or for treatment of headache as a result of an epidural puncture.",N,NULL
C0200555,A17679704,AT197998707,NULL,NCI,"A measurement of the antibody or complement-coated erythrocytes in a blood specimen in vivo.",N,NULL
C0200555,A17679704,AT198121978,NULL,NCI_CDISC,"A measurement of the antibody or complement-coated erythrocytes in a biological specimen in vivo.",N,NULL
C0200949,A27188848,AT218056530,NULL,MSH,"Test to determine the presence of blood infection (e.g. SEPSIS; BACTEREMIA).",N,NULL
C0201483,A20257890,AT198025422,NULL,NCI,"The determination of the amount of Hepatitis B virus e antigen present in a sample.",N,NULL
C0201483,A20257890,AT198099150,NULL,NCI_CDISC,"A measurement of the hepatitis B e antigen in a biological specimen.",N,NULL
C0201487,A19049983,AT198110968,NULL,NCI_CDISC,"A measurement of the antibody reaction of a biological specimen to the Hepatitis C virus.",N,NULL
C0201487,A19049983,AT205723504,NULL,NCI,"A quantitative measurement of the antibody reaction of a biological specimen to the Hepatitis C virus.",N,NULL
C0202028,A17682414,AT197973502,NULL,NCI,"The measurement of the galactose-1-phosphate uridyltransferase in a biologic specimen.",N,NULL
C0229619,A7648806,AT198064627,NULL,NCI_NCI-GLOSS,"Tissue in which new blood cells are formed.",N,NULL
C0229619,A0480630,AT51225179,NULL,CSP,"an aggregation of similarly specialized cells that takes part in the production of the formed elements of the blood.",N,NULL
C0239937,A24666400,AT206296594,NULL,HPO,"Microscopic hematuria detected by dipstick or microscopic examination of the urine. [HPO:sdoelken]",N,NULL
C0427418,A25774349,AT210378663,NULL,NCI,"The determination of the concentration of folic acid present in a sample of red blood cells.",N,NULL
C0750426,A16758789,AT197980152,NULL,NCI,"A laboratory test result indicating an increased number of white blood cells in the peripheral blood.",N,NULL
C0750426,A16758789,AT198054508,NULL,NCI_CTCAE,"A disorder characterized by laboratory test results that indicate an increased number of white blood cells in the blood.",N,NULL
C0750426,A16758789,AT210366097,NULL,NCI_NICHD,"Abnormally high level of white blood cells in the blood.",N,NULL
C0919842,A27931735,AT224186795,NULL,NCI,"The determination of the amount of Treponema pallidum antibody in a biological sample.",N,NULL
C0919842,A27931735,AT224186796,NULL,NCI_CDISC,"A measurement of the total Treponema pallidum antibody in a biological specimen.",N,NULL
C0919842,A0122450,AT38152194,NULL,MSH,"Serologic tests for syphilis.",N,NULL
C0149931,A19040435,AT198122984,NULL,NCI,"A common, severe type of vascular headache often associated with increased sympathetic activity, resulting in nausea, vomiting, and light sensitivity.",N,NULL
C0149931,A21145482,AT203073015,NULL,MEDLINEPLUS,"<p>If you suffer from migraine headaches, you're not alone. About 12 percent of the U.S. population gets them. Migraines are recurring attacks of moderate to severe pain. The pain is throbbing or pulsing, and is often on one side of the head. During migraines, people are very sensitive to light and sound. They may also become nauseated and vomit. </p> <p>Migraine is three times more common in women than in men. Some people can tell when they are about to have a migraine because they see flashing lights or zigzag lines or they temporarily lose their vision. </p> <p>Many things can trigger a migraine. These include </p> <ul> <li> Anxiety</li> <li> Stress</li> <li> Lack of food or sleep </li> <li> Exposure to light</li> <li> Hormonal changes (in women)</li> </ul> <p>Doctors used to believe migraines were linked to the opening and narrowing of blood vessels in the head. Now they believe the cause is related to genes that control the activity of some brain cells. Medicines can help prevent migraine attacks or help relieve symptoms of attacks when they happen. For many people, treatments to relieve stress can also help.</p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>",N,NULL
C0149931,A24675373,AT206293808,NULL,HPO,"Migraine is a chronic neurological disorder characterized by episodic attacks of headache and associated symptoms. [HPO:probinson, pmid:15304572]",N,NULL
C0149931,A19040435,AT210373859,NULL,NCI_NICHD,"A headache disorder characterized by recurrent episodes of moderate to severe pulsating pain, and may be associated with nausea, vomiting, photophobia , phonophobia, and worsening with exertion.",N,NULL
C0149931,A0483968,AT51222127,NULL,CSP,"neural condition characterized by a severe recurrent vascular headache, usually on one side of the head, often accompanied by nausea, vomiting, and photophobia, sometimes preceded by sensory disturbances; triggers include allergic reactions, excess carbohydrates or iodine in the diet, alcohol, bright lights or loud noises.",N,NULL
C0149931,A8416245,AT53895509,NULL,MSH,"A class of disabling primary headache disorders, characterized by recurrent unilateral pulsatile headaches. The two major subtypes are common migraine (without aura) and classic migraine (with aura or neurological symptoms). (International Classification of Headache Disorders, 2nd ed. Cephalalgia 2004: suppl 1)",N,NULL
C0270858,A23934210,AT210377347,NULL,NCI_NICHD,"Paroxysmal episodes of intense, acute periumbilical pain that lasts for one or more hours with intervening periods of usual health lasting weeks to months, with no evidence of an inflammatory, anatomic, metabolic, or neoplastic process that explains the symptoms. The pain interferes with normal activities and is associated with at least two of the following symptoms: anorexia, nausea, vomiting, headache, photophobia, and/or pallor.",N,NULL
C0270858,A23934210,AT230071134,NULL,NCI,"Paroxysmal episodes of intense, acute periumbilical pain that lasts for one or more hours with intervening periods of usual health lasting weeks to months, with no evidence of an inflammatory, anatomic, metabolic, or neoplastic process that explains the symptoms. The pain interferes with normal activities and is associated with at least two of the following symptoms: anorexia, nausea, vomiting, headache, photophobia, and/or pallor.",N,NULL
C0376378,A15579255,AT100259197,NULL,MSH,"A pathological condition that is characterized by a host of cranial symptoms, such as headaches, abnormal functions of the eyes and the ears, and psychological and mental disorders. This syndrome usually appears after neck injuries, inflammation, or neoplasm.",N,NULL
C0035204,A24370186,AT198016777,NULL,NCI,"A non-neoplastic or neoplastic disorder that affects the respiratory system. Representative examples include pneumonia, chronic obstructive pulmonary disease, pulmonary failure, lung adenoma, lung carcinoma, and tracheal carcinoma.",N,NULL
C0035204,A0111363,AT38154945,NULL,MSH,"Diseases of the respiratory system in general or unspecified or for a specific respiratory disease not available.",N,NULL
C0035204,A0488368,AT51225271,NULL,CSP,"condition in which there is a deviation from or interruption of the normal structure or function of the respiratory system.",N,NULL
C1260922,A21144497,AT230154002,NULL,MEDLINEPLUS,"<p>When you're short of breath, it's hard or uncomfortable for you to take in the oxygen your body needs. You may feel as if you're not getting enough air. Sometimes you can have mild breathing problems because of a stuffy nose or intense exercise. But shortness of breath can also be a sign of a serious disease.</p> <p>Many conditions can make you feel short of breath:</p> <ul> <li>Lung conditions such as <a href='https://medlineplus.gov/asthma.html'>asthma</a>, <a href='https://medlineplus.gov/emphysema.html'>emphysema</a>, or <a href='https://medlineplus.gov/pneumonia.html'>pneumonia</a></li> <li>Problems with your <a href='https://medlineplus.gov/trachealdisorders.html'>trachea</a> or <a href='https://medlineplus.gov/bronchialdisorders.html'>bronchi</a>, which are part of your airway system</li> <li><a href='https://medlineplus.gov/heartdiseases.html'>Heart disease</a> can make you feel breathless if your heart cannot pump enough blood to supply oxygen to your body</li> <li><a href='https://medlineplus.gov/anxiety.html'>Anxiety</a> and <a href='https://medlineplus.gov/panicdisorder.html'>panic attacks</a></li> <li><a href='https://medlineplus.gov/allergy.html'>Allergies</a></li> </ul> <p>If you often have trouble breathing, it is important to find out the cause.</p>",N,NULL
C0850149,A28681738,AT230523631,NULL,HPO,"A cough that does not produce phlegm or mucus. []",N,NULL
C0003449,A12792029,AT198095072,NULL,NCI,"Any substance that is capable of relieving or suppressing coughing.",N,NULL
